iter	Passed	Remaining
399	37155	241507
400	37244	241394
401	37337	241298
402	37431	241212
403	37528	241146
404	37618	241035
405	37703	240891
406	37764	240596
407	37861	240531
408	37956	240455
409	38047	240348
410	38138	240241
411	38230	240149
412	38325	240070
413	38422	240002
414	38513	239895
415	38596	239745
416	38693	239679
417	38796	239645
418	38893	239579
419	38981	239458
420	39076	239377
421	39174	239319
422	39265	239213
423	39352	239087
424	39448	239009
425	39542	238927
426	39631	238809
427	39722	238709
428	39816	238619
429	39913	238552
430	40007	238468
431	40102	238384
432	40189	238260
433	40284	238180
434	40370	238046
435	40465	237964
436	40558	237875
437	40649	237769
438	40737	237653
439	40810	237442
440	40878	237205
441	40965	237078
442	41060	237002
443	41153	236908
444	41239	236782
445	41329	236672
446	41423	236586
447	41512	236473
448	41607	236395
449	41702	236313
450	41789	236192
451	41884	236108
452	41970	235977
453	42062	235883
454	42161	235828
455	42251	235720
456	42338	235592
457	42427	235484
458	42530	235444
459	42627	235378
460	42714	235253
461	42803	235142
462	42901	235076
463	42996	234996
464	43092	234922
465	43189	234855
466	43285	234781
467	43379	234694
468	43470	234595
469	43571	234542
470	43657	234417
471	43753	234341
472	43846	234250
473	43930	234113
474	44023	234017
475	44119	233942
476	44216	233877
477	44310	233787
478	44406	233714
479	44496	233607
480	44585	233494
481	44684	233435
482	44778	233349
483	44867	233236
484	44955	233118
485	45053	233055
486	45147	232967
487	45238	232868
488	45333	232787
489	45425	232687
490	45517	232593
491	45615	232525
492	45718	232486
493	45815	232415
494	45904	232304
495	45998	232218
496	46089	232114
497	46190	232066
498	46293	232026
499	46395	231977
500	46493	231910
501	46591	231844
502	46683	231745
503	46780	231676
504	46877	231602
505	46971	231514
506	47068	231445
507	47160	231348
508	47258	231279
509	47355	231205
510	47445	231099
511	47544	231037
512	47642	230970
513	47734	230872
514	47820	230746
515	47918	230676
516	48015	230602
517	48105	230495
518	48195	230392
519	48287	230294
520	48378	230192
521	48473	230111
522	48567	230023
523	48659	229926
524	48755	229848
525	48847	229751
526	48939	229654
527	49030	229554
528	49127	229477
529	49218	229376
530	49308	229272
531	49403	229187
532	49495	229092
533	49593	229023
534	49687	228935
535	49727	228599
536	49817	228493
537	49916	228430
538	50015	228364
539	50117	228311
540	50235	228334
541	50326	228234
542	50429	228185
543	50522	228092
544	50620	228023
545	50712	227925
546	50804	227832
547	50898	227743
548	50998	227681
549	51087	227572
550	51181	227481
551	51276	227401
552	51370	227309
553	51467	227238
554	51562	227154
555	51659	227077
556	51757	227010
557	51857	226947
558	51951	226857
559	52040	226747
560	52138	226674
561	52232	226590
562	52327	226506
563	52419	226409
564	52511	226312
565	52603	226213
566	52698	226129
567	52800	226074
568	52889	225963
569	52985	225885
570	53088	225835
571	53185	225758
572	53273	225643
573	53371	225572
574	53466	225490
575	53558	225392
576	53648	225287
577	53735	225166
578	53826	225068
579	53923	224990
580	54022	224921
581	54115	224832
582	54218	224778
583	54309	224676
584	54396	224558
585	54468	224381
586	54559	224279
587	54657	224208
588	54750	224114
589	54854	224065
590	54947	223974
591	55050	223920
592	55145	223838
593	55244	223769
594	55338	223678
595	55429	223577
596	55523	223487
597	55625	223431
598	55727	223373
599	55824	223298
600	55912	223183
601	56008	223102
602	56099	223004
603	56201	222944
604	56289	222831
605	56384	222745
606	56478	222658
607	56581	222602
608	56679	222531
609	56775	222449
610	56873	222375
611	56961	222260
612	57061	222197
613	57150	222085
614	57248	222013
615	57344	221932
616	57431	221814
617	57484	221564
618	57582	221490
619	57677	221406
620	57777	221342
621	57887	221314
622	57991	221259
623	58088	221181
624	58182	221094
625	58270	220981
626	58367	220902
627	58461	220813
628	58559	220738
629	58660	220674
630	58752	220577
631	58843	220477
632	58942	220407
633	59034	220307
634	59107	220140
635	59197	220037
636	59286	219927
637	59381	219843
638	59473	219745
639	59568	219659
640	59669	219596
641	59771	219535
642	59863	219436
643	59962	219366
644	60056	219274
645	60153	219198
646	60251	219120
647	60347	219037
648	60441	218948
649	60532	218848
650	60623	218746
651	60719	218663
652	60810	218565
653	60904	218472
654	60996	218375
655	61091	218291
656	61183	218193
657	61283	218123
658	61378	218038
659	61468	217933
660	61565	217854
661	61668	217796
662	61790	217805
663	61883	217709
664	61972	217602
665	62063	217503
666	62150	217388
667	62247	217307
668	62346	217233
669	62433	217119
670	62522	217012
671	62614	216913
672	62704	216809
673	62804	216740
674	62897	216647
675	62989	216549
676	63084	216464
677	63180	216378
678	63268	216266
679	63360	216172
680	63452	216073
681	63547	215987
682	63640	215893
683	63736	215810
684	63828	215713
685	63924	215627
686	64012	215518
687	64103	215417
688	64198	215330
689	64291	215238
690	64363	215072
691	64457	214982
692	64543	214864
693	64638	214778
694	64729	214679
695	64824	214591
696	64920	214507
697	65015	214421
698	65105	214315
699	65204	214244
700	65305	214177
701	65397	214078
702	65493	213996
703	65584	213894
704	65675	213794
705	65786	213760
706	65889	213698
707	65991	213632
708	66087	213550
709	66187	213479
710	66284	213397
711	66385	213327
712	66487	213262
713	66587	213192
714	66688	213122
715	66788	213051
716	66888	212980
717	66983	212891
718	67080	212810
719	67178	212731
720	67271	212637
721	67373	212572
722	67470	212488
723	67557	212377
724	67653	212293
725	67752	212215
726	67853	212147
727	67953	212075
728	68052	212000
729	68146	211908
730	68244	211830
731	68336	211730
732	68434	211651
733	68519	211534
734	68614	211445
735	68708	211352
736	68801	211258
737	68903	211190
738	68998	211104
739	69094	211017
740	69189	210928
741	69285	210843
742	69383	210764
743	69473	210662
744	69574	210589
745	69678	210528
746	69766	210419
747	69861	210331
748	69961	210257
749	70052	210157
750	70150	210078
751	70244	209985
752	70336	209888
753	70425	209781
754	70521	209697
755	70618	209613
756	70709	209513
757	70801	209414
758	70896	209325
759	70989	209231
760	71082	209137
761	71173	209038
762	71265	208940
763	71356	208837
764	71447	208737
765	71543	208653
766	71636	208557
767	71732	208472
768	71826	208381
769	71920	208290
770	72018	208209
771	72111	208115
772	72204	208020
773	72300	207933
774	72395	207845
775	72494	207766
776	72585	207668
777	72680	207577
778	72772	207480
779	72871	207404
780	72969	207322
781	73062	207228
782	73155	207133
783	73250	207043
784	73343	206949
785	73430	206839
786	73516	206725
787	73608	206626
788	73700	206528
789	73793	206436
790	73885	206337
791	73973	206229
792	74071	206147
793	74163	206052
794	74262	205973
795	74358	205888
796	74458	205811
797	74555	205727
798	74650	205638
799	74748	205559
800	74849	205486
801	74950	205413
802	75068	205385
803	75173	205323
804	75269	205237
805	75371	205167
806	75465	205075
807	75568	205007
808	75660	204909
809	75750	204807
810	75848	204725
811	75946	204644
812	76045	204565
813	76142	204481
814	76237	204391
815	76335	204308
816	76433	204229
817	76524	204128
818	76617	204033
819	76704	203920
820	76793	203816
821	76885	203717
822	76980	203629
823	77073	203534
824	77162	203427
825	77254	203330
826	77349	203240
827	77445	203153
828	77544	203074
829	77636	202976
830	77726	202874
831	77820	202783
832	77916	202694
833	78007	202595
834	78104	202510
835	78206	202438
836	78301	202349
837	78391	202246
838	78487	202158
839	78584	202075
840	78685	202000
841	78787	201928
842	78882	201837
843	78978	201749
844	79105	201742
845	79202	201657
846	79301	201577
847	79402	201501
848	79499	201417
849	79591	201319
850	79694	201250
851	79793	201170
852	79884	201070
853	79981	200985
854	80075	200892
855	80177	200819
856	80274	200732
857	80364	200630
858	80455	200530
859	80550	200438
860	80650	200362
861	80745	200270
862	80830	200155
863	80917	200046
864	81009	199948
865	81105	199860
866	81195	199757
867	81292	199672
868	81381	199567
869	81476	199477
870	81565	199372
871	81663	199289
872	81758	199198
873	81846	199092
874	81936	198989
875	82032	198901
876	82120	198793
877	82208	198684
878	82305	198599
879	82401	198513
880	82497	198423
881	82592	198335
882	82687	198243
883	82786	198163
884	82880	198070
885	82976	197982
886	83073	197896
887	83171	197813
888	83262	197713
889	83358	197624
890	83456	197542
891	83551	197450
892	83644	197356
893	83740	197267
894	83834	197174
895	83931	197088
896	84025	196996
897	84118	196900
898	84211	196805
899	84297	196695
900	84394	196607
901	84486	196510
902	84576	196408
903	84677	196330
904	84778	196255
905	84877	196174
906	84964	196065
907	85051	195955
908	85152	195878
909	85248	195791
910	85343	195700
911	85434	195599
912	85528	195507
913	85628	195427
914	85721	195332
915	85815	195240
916	85913	195155
917	86001	195048
918	86099	194964
919	86194	194875
920	86286	194777
921	86378	194679
922	86474	194590
923	86568	194498
924	86657	194393
925	86748	194293
926	86833	194181
927	86918	194068
928	87005	193959
929	87052	193761
930	87151	193680
931	87239	193574
932	87333	193480
933	87430	193394
934	87528	193310
935	87625	193224
936	87721	193137
937	87809	193030
938	87899	192930
939	87987	192824
940	88083	192735
941	88196	192683
942	88312	192639
943	88407	192548
944	88505	192465
945	88594	192360
946	88688	192267
947	88779	192168
948	88872	192072
949	88962	191972
950	89054	191874
951	89154	191795
952	89252	191710
953	89343	191610
954	89439	191521
955	89529	191420
956	89616	191313
957	89706	191211
958	89798	191115
959	89894	191026
960	89982	190919
961	90069	190813
962	90161	190716
963	90255	190623
964	90386	190607
965	90487	190530
966	90582	190439
967	90672	190337
968	90771	190254
969	90855	190141
970	90952	190053
971	91046	189961
972	91139	189866
973	91233	189774
974	91339	189704
975	91429	189604
976	91526	189517
977	91620	189423
978	91710	189322
979	91801	189223
980	91891	189123
981	91982	189024
982	92078	188934
983	92174	188844
984	92265	188747
985	92357	188649
986	92449	188551
987	92553	188479
988	92647	188387
989	92745	188301
990	92841	188211
991	92944	188137
992	93039	188046
993	93137	187962
994	93231	187868
995	93325	187775
996	93426	187696
997	93521	187605
998	93619	187519
999	93712	187424
1000	93805	187329
1001	93899	187236
1002	94004	187164
1003	94103	187081
1004	94196	186987
1005	94291	186895
1006	94386	186804
1007	94479	186710
1008	94574	186618
1009	94676	186541
1010	94777	186461
1011	94873	186371
1012	94962	186269
1013	95051	186165
1014	95141	186065
1015	95234	185970
1016	95329	185878
1017	95419	185777
1018	95517	185691
1019	95612	185599
1020	95705	185505
1021	95805	185423
1022	95900	185332
1023	95997	185244
1024	96086	185142
1025	96184	185055
1026	96277	184960
1027	96366	184858
1028	96457	184759
1029	96557	184678
1030	96654	184591
1031	96749	184498
1032	96840	184400
1033	96932	184303
1034	97025	184207
1035	97120	184116
1036	97210	184015
1037	97308	183929
1038	97402	183835
1039	97503	183756
1040	97598	183665
1041	97690	183568
1042	97786	183478
1043	97875	183375
1044	97963	183270
1045	98055	183173
1046	98143	183070
1047	98235	182973
1048	98332	182885
1049	98424	182787
1050	98515	182689
1051	98610	182597
1052	98698	182493
1053	98786	182389
1054	98876	182288
1055	98970	182195
1056	99068	182110
1057	99164	182019
1058	99255	181921
1059	99344	181819
1060	99442	181732
1061	99530	181628
1062	99620	181528
1063	99715	181436
1064	99809	181344
1065	99899	181244
1066	99993	181150
1067	100087	181056
1068	100184	180968
1069	100282	180883
1070	100382	180800
1071	100474	180703
1072	100567	180608
1073	100659	180512
1074	100760	180431
1075	100850	180330
1076	100940	180230
1077	101027	180125
1078	101118	180027
1079	101209	179928
1080	101305	179837
1081	101402	179750
1082	101501	179665
1083	101595	179572
1084	101690	179480
1085	101790	179398
1086	101887	179309
1087	101975	179206
1088	102071	179118
1089	102165	179023
1090	102259	178930
1091	102352	178835
1092	102439	178730
1093	102532	178635
1094	102623	178536
1095	102713	178436
1096	102803	178336
1097	102896	178241
1098	102988	178144
1099	103075	178039
1100	103165	177939
1101	103262	177851
1102	103357	177759
1103	103449	177662
1104	103545	177573
1105	103633	177469
1106	103729	177380
1107	103820	177281
1108	103923	177204
1109	104019	177113
1110	104117	177027
1111	104210	176932
1112	104308	176846
1113	104405	176757
1114	104504	176672
1115	104599	176581
1116	104689	176481
1117	104775	176374
1118	104856	176260
1119	104955	176174
1120	105051	176085
1121	105149	175998
1122	105254	175924
1123	105347	175829
1124	105436	175727
1125	105530	175633
1126	105622	175536
1127	105717	175446
1128	105809	175349
1129	105908	175264
1130	106001	175168
1131	106097	175080
1132	106194	174990
1133	106291	174902
1134	106385	174809
1135	106486	174727
1136	106579	174633
1137	106673	174538
1138	106769	174449
1139	106874	174374
1140	106968	174281
1141	107064	174190
1142	107149	174082
1143	107241	173986
1144	107334	173890
1145	107428	173798
1146	107524	173707
1147	107627	173628
1148	107713	173522
1149	107806	173428
1150	107905	173342
1151	107979	173216
1152	108066	173112
1153	108156	173012
1154	108251	172921
1155	108336	172813
1156	108432	172724
1157	108531	172637
1158	108624	172543
1159	108717	172448
1160	108815	172360
1161	108905	172261
1162	109003	172175
1163	109093	172075
1164	109186	171980
1165	109281	171888
1166	109370	171787
1167	109466	171697
1168	109562	171606
1169	109652	171507
1170	109748	171417
1171	109841	171322
1172	109931	171223
1173	110021	171123
1174	110107	171017
1175	110200	170923
1176	110290	170824
1177	110378	170721
1178	110474	170631
1179	110572	170543
1180	110669	170455
1181	110763	170362
1182	110857	170269
1183	110949	170172
1184	111039	170072
1185	111136	169984
1186	111226	169885
1187	111322	169794
1188	111418	169704
1189	111509	169606
1190	111594	169500
1191	111692	169412
1192	111785	169317
1193	111876	169219
1194	111973	169131
1195	112061	169029
1196	112162	168946
1197	112253	168849
1198	112345	168752
1199	112432	168648
1200	112528	168558
1201	112622	168465
1202	112727	168388
1203	112785	168242
1204	112876	168143
1205	112964	168042
1206	113054	167942
1207	113147	167848
1208	113240	167753
1209	113336	167663
1210	113435	167577
1211	113525	167478
1212	113624	167392
1213	113711	167289
1214	113805	167195
1215	113901	167104
1216	113998	167016
1217	114089	166919
1218	114184	166827
1219	114280	166737
1220	114376	166646
1221	114465	166546
1222	114562	166457
1223	114649	166354
1224	114743	166260
1225	114846	166180
1226	114939	166085
1227	115038	165999
1228	115123	165893
1229	115215	165798
1230	115303	165695
1231	115395	165600
1232	115493	165511
1233	115586	165417
1234	115684	165330
1235	115777	165235
1236	115867	165136
1237	115963	165047
1238	116059	164956
1239	116153	164863
1240	116251	164776
1241	116350	164689
1242	116440	164591
1243	116534	164497
1244	116622	164395
1245	116715	164300
1246	116815	164215
1247	116909	164122
1248	117004	164030
1249	117097	163937
1250	117192	163844
1251	117287	163752
1252	117378	163655
1253	117468	163556
1254	117557	163456
1255	117652	163365
1256	117742	163265
1257	117840	163178
1258	117938	163090
1259	118034	162999
1260	118121	162897
1261	118208	162793
1262	118300	162698
1263	118393	162603
1264	118489	162512
1265	118592	162432
1266	118690	162344
1267	118780	162246
1268	118874	162152
1269	118970	162062
1270	119065	161970
1271	119169	161890
1272	119266	161801
1273	119380	161735
1274	119537	161726
1275	119666	161681
1276	119792	161631
1277	119906	161564
1278	120016	161491
1279	120119	161411
1280	120248	161363
1281	120543	161539
1282	120689	161514
1283	120817	161466
1284	120913	161374
1285	121023	161302
1286	121170	161278
1287	121309	161244
1288	121431	161185
1289	121561	161139
1290	121661	161052
1291	121758	160963
1292	121870	160892
1293	121969	160804
1294	122061	160706
1295	122164	160624
1296	122260	160531
1297	122358	160442
1298	122454	160350
1299	122555	160264
1300	122673	160201
1301	122782	160126
1302	122889	160048
1303	123003	159979
1304	123099	159887
1305	123207	159811
1306	123304	159720
1307	123400	159628
1308	123552	159608
1309	123741	159636
1310	123840	159547
1311	123939	159458
1312	124036	159367
1313	124136	159280
1314	124231	159186
1315	124327	159093
1316	124426	159005
1317	124523	158913
1318	124623	158826
1319	124721	158736
1320	124817	158643
1321	124911	158548
1322	125011	158461
1323	125102	158361
1324	125189	158259
1325	125285	158165
1326	125392	158087
1327	125453	157950
1328	125551	157860
1329	125644	157764
1330	125739	157670
1331	125837	157580
1332	125936	157491
1333	126032	157399
1334	126126	157303
1335	126218	157205
1336	126317	157117
1337	126416	157028
1338	126527	156954
1339	126640	156882
1340	126735	156788
1341	126831	156696
1342	126932	156610
1343	127025	156513
1344	127122	156422
1345	127216	156326
1346	127311	156232
1347	127409	156143
1348	127477	156015
1349	127580	155931
1350	127681	155844
1351	127786	155763
1352	127891	155681
1353	128010	155616
1354	128108	155526
1355	128201	155429
1356	128301	155341
1357	128395	155246
1358	128494	155158
1359	128602	155079
1360	128728	155022
1361	128865	154979
1362	129003	154936
1363	129126	154876
1364	129241	154806
1365	129335	154709
1366	129433	154619
1367	129543	154543
1368	129634	154443
1369	129722	154341
1370	129817	154247
1371	129909	154149
1372	130009	154060
1373	130101	153962
1374	130199	153871
1375	130294	153777
1376	130389	153683
1377	130499	153607
1378	130599	153518
1379	130694	153424
1380	130832	153379
1381	130978	153344
1382	131107	153290
1383	131218	153214
1384	131313	153120
1385	131412	153029
1386	131518	152948
1387	131622	152863
1388	131729	152783
1389	131830	152695
1390	131933	152610
1391	132032	152520
1392	132126	152423
1393	132216	152324
1394	132313	152231
1395	132399	152126
1396	132494	152032
1397	132584	151931
1398	132678	151835
1399	132770	151737
1400	132863	151641
1401	132958	151546
1402	133045	151442
1403	133137	151344
1404	133232	151249
1405	133325	151152
1406	133424	151062
1407	133523	150972
1408	133617	150877
1409	133713	150783
1410	133805	150685
1411	133906	150597
1412	133999	150500
1413	134092	150403
1414	134210	150334
1415	134593	150562
1416	134734	150518
1417	134831	150425
1418	134946	150352
1419	135074	150294
1420	135185	150216
1421	135290	150132
1422	135384	150035
1423	135482	149943
1424	135583	149855
1425	135685	149767
1426	135790	149683
1427	135888	149591
1428	135995	149509
1429	136131	149458
1430	136268	149410
1431	136369	149320
1432	136461	149222
1433	136556	149126
1434	136677	149059
1435	136786	148979
1436	136890	148893
1437	137004	148818
1438	137099	148722
1439	137198	148631
1440	137298	148541
1441	137420	148474
1442	137538	148404
1443	137725	148407
1444	137862	148357
1445	137983	148289
1446	138106	148223
1447	138228	148156
1448	138340	148079
1449	138454	148002
1450	138569	147928
1451	138678	147847
1452	138790	147769
1453	138914	147704
1454	139042	147643
1455	139150	147560
1456	139278	147499
1457	139382	147412
1458	139493	147333
1459	139604	147253
1460	139721	147181
1461	139830	147099
1462	139937	147015
1463	140039	146926
1464	140139	146835
1465	140240	146745
1466	140337	146651
1467	140452	146575
1468	140566	146499
1469	140680	146422
1470	140792	146343
1471	140909	146270
1472	141042	146212
1473	141166	146146
1474	141310	146100
1475	141427	146026
1476	141526	145934
1477	141626	145842
1478	141731	145756
1479	141846	145679
1480	142018	145662
1481	142142	145594
1482	142250	145512
1483	142353	145423
1484	142444	145322
1485	142544	145230
1486	142642	145136
1487	142741	145043
1488	142835	144945
1489	142951	144870
1490	143073	144801
1491	143178	144714
1492	143320	144664
1493	143437	144589
1494	143551	144511
1495	143685	144453
1496	143802	144378
1497	143902	144286
1498	144006	144199
1499	144104	144104
1500	144204	144012
1501	144308	143923
1502	144400	143824
1503	144504	143736
1504	144605	143644
1505	144704	143551
1506	144797	143452
1507	144903	143365
1508	145050	143320
1509	145160	143237
1510	145282	143167
1511	145420	143111
1512	145554	143053
1513	145666	142972
1514	145765	142878
1515	145866	142787
1516	145976	142704
1517	146157	142691
1518	146310	142650
1519	146467	142613
1520	146625	142576
1521	146839	142594
1522	147003	142563
1523	147382	142740
1524	147575	142737
1525	147716	142682
1526	147855	142626
1527	148005	142581
1528	148116	142497
1529	148217	142405
1530	148327	142320
1531	148425	142224
1532	148529	142135
1533	148628	142039
1534	148724	141942
1535	148817	141842
1536	148918	141748
1537	149019	141655
1538	149121	141563
1539	149225	141473
1540	149335	141388
1541	149439	141299
1542	149539	141204
1543	149644	141115
1544	149738	141015
1545	149840	140923
1546	149940	140829
1547	150043	140738
1548	150141	140642
1549	150248	140555
1550	150358	140470
1551	150464	140381
1552	150565	140288
1553	150663	140192
1554	150764	140099
1555	150868	140008
1556	150979	139925
1557	151084	139835
1558	151193	139749
1559	151283	139646
1560	151382	139550
1561	151476	139451
1562	151575	139356
1563	151677	139264
1564	151774	139166
1565	151884	139082
1566	151991	138994
1567	152100	138907
1568	152198	138811
1569	152300	138719
1570	152399	138624
1571	152493	138524
1572	152596	138433
1573	152696	138339
1574	152802	138249
1575	152901	138155
1576	153003	138062
1577	153105	137969
1578	153209	137878
1579	153302	137777
1580	153400	137682
1581	153496	137584
1582	153596	137489
1583	153702	137400
1584	153804	137308
1585	153915	137223
1586	154023	137136
1587	154128	137046
1588	154243	136965
1589	154354	136880
1590	154457	136788
1591	154559	136695
1592	154658	136600
1593	154757	136505
1594	154858	136411
1595	154957	136315
1596	155066	136229
1597	155169	136137
1598	155269	136043
1599	155373	135951
1600	155470	135854
1601	155583	135771
1602	155700	135691
1603	155816	135611
1604	155920	135519
1605	156023	135427
1606	156127	135336
1607	156230	135244
1608	156340	135158
1609	156443	135066
1610	156541	134969
1611	156641	134875
1612	156742	134781
1613	156845	134688
1614	156946	134594
1615	157048	134502
1616	157151	134409
1617	157248	134311
1618	157352	134221
1619	157456	134129
1620	157564	134041
1621	157658	133941
1622	157752	133841
1623	157846	133741
1624	157946	133647
1625	158055	133559
1626	158158	133467
1627	158257	133371
1628	158351	133271
1629	158455	133180
1630	158551	133082
1631	158650	132986
1632	158747	132889
1633	158836	132784
1634	158936	132689
1635	159034	132593
1636	159130	132495
1637	159229	132399
1638	159328	132304
1639	159430	132210
1640	159521	132108
1641	159620	132012
1642	159717	131915
1643	159815	131818
1644	159912	131721
1645	160008	131623
1646	160097	131518
1647	160191	131419
1648	160289	131322
1649	160389	131227
1650	160489	131132
1651	160581	131031
1652	160685	130939
1653	160787	130846
1654	160880	130745
1655	160972	130644
1656	161070	130547
1657	161162	130446
1658	161260	130349
1659	161356	130251
1660	161448	130150
1661	161552	130058
1662	161647	129959
