iter	Passed	Remaining
1663	161739	129857
1664	161842	129765
1665	161947	129674
1666	162044	129577
1667	162137	129476
1668	162232	129377
1669	162324	129276
1670	162422	129180
1671	162526	129087
1672	162613	128983
1673	162715	128889
1674	162813	128792
1675	162915	128699
1676	163009	128599
1677	163107	128502
1678	163203	128404
1679	163306	128312
1680	163405	128216
1681	163504	128120
1682	163595	128018
1683	163698	127926
1684	163790	127824
1685	163893	127732
1686	163988	127632
1687	164079	127531
1688	164179	127436
1689	164277	127339
1690	164370	127238
1691	164468	127142
1692	164565	127044
1693	164657	126944
1694	164760	126851
1695	164860	126755
1696	164960	126660
1697	165055	126561
1698	165154	126466
1699	165249	126367
1700	165348	126271
1701	165448	126176
1702	165558	126089
1703	165675	126006
1704	165776	125912
1705	165868	125811
1706	165977	125722
1707	166079	125628
1708	166177	125532
1709	166275	125436
1710	166373	125339
1711	166476	125246
1712	166576	125151
1713	166676	125056
1714	166777	124961
1715	166883	124871
1716	166971	124766
1717	167063	124665
1718	167164	124571
1719	167264	124475
1720	167357	124375
1721	167458	124281
1722	167564	124190
1723	167668	124097
1724	167766	124001
1725	167868	123907
1726	167973	123816
1727	168066	123715
1728	168166	123620
1729	168264	123523
1730	168364	123428
1731	168463	123332
1732	168566	123239
1733	168662	123140
1734	168759	123043
1735	168854	122944
1736	168950	122846
1737	169050	122751
1738	169139	122648
1739	169238	122552
1740	169333	122453
1741	169427	122353
1742	169522	122254
1743	169615	122154
1744	169710	122055
1745	169805	121956
1746	169903	121859
1747	169998	121760
1748	170093	121662
1749	170186	121561
1750	170281	121462
1751	170377	121364
1752	170475	121267
1753	170570	121169
1754	170661	121067
1755	170757	120969
1756	170853	120871
1757	170950	120774
1758	171052	120680
1759	171151	120583
1760	171245	120484
1761	171341	120386
1762	171438	120288
1763	171540	120195
1764	171636	120097
1765	171734	120000
1766	171829	119901
1767	171925	119803
1768	172011	119698
1769	172114	119604
1770	172206	119504
1771	172302	119405
1772	172400	119309
1773	172503	119216
1774	172600	119118
1775	172699	119022
1776	172796	118925
1777	172898	118831
1778	172987	118728
1779	173085	118631
1780	173185	118536
1781	173285	118440
1782	173379	118341
1783	173481	118247
1784	173581	118152
1785	173676	118053
1786	173777	117958
1787	173875	117861
1788	173970	117762
1789	174063	117663
1790	174154	117561
1791	174257	117468
1792	174358	117373
1793	174464	117282
1794	174570	117190
1795	174664	117091
1796	174765	116996
1797	174872	116905
1798	174980	116815
1799	175082	116721
1800	175187	116629
1801	175329	116561
1802	175436	116470
1803	175530	116371
1804	175633	116278
1805	175738	116185
1806	175838	116090
1807	175940	115995
1808	176045	115904
1809	176138	115803
1810	176241	115710
1811	176343	115616
1812	176443	115520
1813	176538	115421
1814	176648	115332
1815	176750	115238
1816	176851	115143
1817	176958	115052
1818	177055	114954
1819	177159	114861
1820	177268	114772
1821	177369	114676
1822	177472	114583
1823	177570	114486
1824	177666	114388
1825	177761	114289
1826	177860	114192
1827	177957	114095
1828	178060	114001
1829	178154	113902
1830	178254	113806
1831	178347	113706
1832	178442	113607
1833	178529	113503
1834	178628	113406
1835	178719	113305
1836	178814	113207
1837	178888	113094
1838	178988	112999
1839	179092	112906
1840	179195	112812
1841	179294	112716
1842	179393	112619
1843	179496	112526
1844	179590	112426
1845	179692	112331
1846	179789	112234
1847	179892	112140
1848	180006	112053
1849	180145	111982
1850	180244	111886
1851	180346	111791
1852	180434	111688
1853	180538	111594
1854	180637	111498
1855	180732	111399
1856	180829	111302
1857	180927	111205
1858	181031	111111
1859	181131	111016
1860	181226	110916
1861	181326	110821
1862	181432	110729
1863	181535	110635
1864	181637	110540
1865	181735	110443
1866	181834	110347
1867	181929	110248
1868	182029	110152
1869	182129	110056
1870	182228	109960
1871	182316	109857
1872	182415	109761
1873	182512	109663
1874	182608	109564
1875	182707	109468
1876	182796	109365
1877	182917	109283
1878	183018	109187
1879	183121	109093
1880	183213	108993
1881	183316	108898
1882	183416	108802
1883	183512	108704
1884	183608	108606
1885	183711	108512
1886	183814	108418
1887	183914	108322
1888	184016	108227
1889	184118	108132
1890	184216	108035
1891	184315	107939
1892	184422	107847
1893	184525	107753
1894	184619	107653
1895	184718	107557
1896	184816	107460
1897	184915	107363
1898	184994	107255
1899	185098	107162
1900	185200	107067
1901	185311	106977
1902	185436	106896
1903	185552	106809
1904	185651	106713
1905	185754	106618
1906	185856	106524
1907	185946	106422
1908	186043	106324
1909	186141	106227
1910	186239	106130
1911	186337	106033
1912	186438	105937
1913	186529	105836
1914	186622	105736
1915	186721	105640
1916	186812	105538
1917	186909	105441
1918	187008	105344
1919	187106	105247
1920	187203	105149
1921	187303	105053
1922	187401	104956
1923	187499	104859
1924	187594	104760
1925	187690	104662
1926	187787	104564
1927	187880	104464
1928	187978	104367
1929	188081	104273
1930	188174	104173
1931	188275	104077
1932	188376	103982
1933	188474	103885
1934	188573	103788
1935	188674	103693
1936	188780	103600
1937	188872	103499
1938	189024	103432
1939	189122	103334
1940	189243	103250
1941	189357	103161
1942	189477	103076
1943	189609	102997
1944	189728	102911
1945	189881	102844
1946	189987	102751
1947	190124	102675
1948	190306	102622
1949	190510	102582
1950	190652	102508
1951	190776	102425
1952	190877	102329
1953	191003	102246
1954	191136	102167
1955	191252	102079
1956	191354	101983
1957	191443	101881
1958	191549	101788
1959	191685	101710
1960	191832	101638
1961	191937	101544
1962	192051	101455
1963	192149	101357
1964	192254	101264
1965	192409	101196
1966	192545	101117
1967	192676	101037
1968	192816	100961
1969	192970	100893
1970	193217	100873
1971	193411	100825
1972	193525	100735
1973	193624	100637
1974	193790	100574
1975	193913	100489
1976	194026	100398
1977	194136	100307
1978	194243	100213
1979	194347	100118
1980	194455	100025
1981	194569	99935
1982	194661	99833
1983	194761	99736
1984	194867	99642
1985	194963	99543
1986	195062	99445
1987	195159	99346
1988	195261	99250
1989	195371	99158
1990	195498	99074
1991	195619	98988
1992	195735	98899
1993	195844	98806
1994	195947	98710
1995	196042	98610
1996	196147	98515
1997	196242	98416
1998	196352	98323
1999	196454	98227
2000	196549	98127
2001	196646	98028
2002	196683	97900
2003	196817	97819
2004	196953	97740
2005	197081	97656
2006	197193	97565
2007	197292	97467
2008	197395	97371
2009	197530	97291
2010	197671	97213
2011	197808	97134
2012	197925	97045
2013	198034	96952
2014	198130	96853
2015	198239	96759
2016	198339	96662
2017	198439	96564
2018	198538	96466
2019	198659	96379
2020	198800	96301
2021	198957	96231
2022	199072	96141
2023	199180	96047
2024	199287	95953
2025	199400	95862
2026	199508	95768
2027	199605	95668
2028	199700	95568
2029	199808	95474
2030	199898	95372
2031	199996	95273
2032	200089	95172
2033	200183	95072
2034	200280	94973
2035	200377	94874
2036	200482	94778
2037	200595	94687
2038	200712	94597
2039	200810	94498
2040	200912	94402
2041	201022	94309
2042	201150	94224
2043	201299	94149
2044	201411	94057
2045	201536	93971
2046	201675	93892
2047	201811	93811
2048	201950	93730
2049	202075	93644
2050	202174	93546
2051	202299	93460
2052	202414	93368
2053	202517	93272
2054	202628	93179
2055	202731	93082
2056	202845	92991
2057	202947	92894
2058	203056	92800
2059	203160	92704
2060	203265	92608
2061	203363	92509
2062	203459	92409
2063	203606	92332
2064	203816	92284
2065	204005	92226
2066	204166	92156
2067	204281	92065
2068	204382	91967
2069	204486	91870
2070	204589	91773
2071	204690	91675
2072	204796	91580
2073	204892	91480
2074	204990	91381
2075	205120	91296
2076	205247	91210
2077	205395	91132
2078	205510	91041
2079	205611	90943
2080	205717	90847
2081	205826	90753
2082	205925	90654
2083	206027	90557
2084	206143	90465
2085	206244	90367
2086	206350	90272
2087	206468	90181
2088	206572	90085
2089	206677	89988
2090	206781	89892
2091	206883	89794
2092	206971	89691
2093	207080	89596
2094	207199	89506
2095	207317	89415
2096	207430	89322
2097	207530	89224
2098	207642	89131
2099	207744	89033
2100	207847	88936
2101	207943	88835
2102	208038	88735
2103	208135	88635
2104	208236	88537
2105	208343	88442
2106	208445	88344
2107	208542	88244
2108	208633	88142
2109	208735	88044
2110	208842	87949
2111	208938	87849
2112	209042	87752
2113	209150	87657
2114	209247	87557
2115	209351	87460
2116	209453	87363
2117	209548	87262
2118	209648	87163
2119	209746	87064
2120	209852	86968
2121	209952	86869
2122	210045	86768
2123	210143	86669
2124	210246	86572
2125	210347	86473
2126	210445	86374
2127	210538	86273
2128	210635	86173
2129	210727	86071
2130	210827	85973
2131	210928	85875
2132	211027	85776
2133	211115	85673
2134	211210	85572
2135	211314	85475
2136	211408	85374
2137	211507	85275
2138	211604	85176
2139	211703	85077
2140	211800	84977
2141	211895	84876
2142	211987	84775
2143	212092	84678
2144	212184	84577
2145	212281	84477
2146	212379	84378
2147	212478	84279
2148	212577	84180
2149	212701	84091
2150	212855	84014
2151	212958	83916
2152	213067	83821
2153	213168	83723
2154	213274	83627
2155	213405	83540
2156	213510	83444
2157	213612	83346
2158	213715	83249
2159	213824	83153
2160	213926	83056
2161	214075	82976
2162	214183	82880
2163	214289	82784
2164	214398	82689
2165	214500	82591
2166	214602	82493
2167	214711	82398
2168	214813	82300
2169	214908	82199
2170	215011	82102
2171	215112	82004
2172	215211	81905
2173	215313	81807
2174	215419	81710
2175	215511	81609
2176	215616	81512
2177	215721	81415
2178	215822	81317
2179	215931	81221
2180	216047	81129
2181	216175	81041
2182	216274	80941
2183	216377	80844
2184	216484	80748
2185	216587	80650
2186	216690	80553
2187	216794	80455
2188	216891	80355
2189	216992	80257
2190	217093	80159
2191	217201	80063
2192	217301	79964
2193	217404	79866
2194	217502	79767
2195	217602	79668
2196	217705	79570
2197	217806	79472
2198	217907	79374
2199	218016	79278
2200	218136	79187
2201	218240	79089
2202	218347	78993
2203	218452	78896
2204	218558	78800
2205	218665	78703
2206	218769	78606
2207	218871	78508
2208	218982	78413
2209	219090	78317
2210	219202	78222
2211	219296	78121
2212	219404	78025
2213	219511	77929
2214	219615	77832
2215	219716	77733
2216	219819	77635
2217	219931	77541
2218	220029	77441
2219	220131	77343
2220	220227	77243
2221	220331	77145
2222	220442	77050
2223	220540	76951
2224	220641	76852
2225	220742	76754
2226	220841	76654
2227	220949	76558
2228	221049	76460
2229	221155	76363
2230	221257	76265
2231	221378	76173
2232	221479	76074
2233	221613	75987
2234	221722	75891
2235	221821	75792
2236	221924	75694
2237	222019	75593
2238	222129	75498
2239	222246	75405
2240	222356	75309
2241	222459	75211
2242	222560	75112
2243	222667	75016
2244	222773	74919
2245	222870	74819
2246	222976	74722
2247	223087	74627
2248	223202	74533
2249	223330	74443
2250	223438	74347
2251	223545	74250
2252	223650	74153
2253	223755	74055
2254	223858	73957
2255	223961	73859
2256	224059	73760
2257	224164	73662
2258	224273	73566
2259	224380	73469
2260	224484	73371
2261	224582	73272
2262	224687	73174
2263	224786	73075
2264	224886	72976
2265	224999	72881
2266	225106	72784
2267	225212	72687
2268	225324	72592
2269	225436	72497
2270	225539	72399
2271	225636	72299
2272	225741	72201
2273	225839	72101
2274	225945	72004
2275	226045	71905
2276	226149	71807
2277	226245	71707
2278	226351	71610
2279	226448	71510
2280	226551	71412
2281	226660	71315
2282	226759	71216
2283	226856	71116
2284	226961	71018
2285	227062	70919
2286	227169	70822
2287	227284	70728
2288	227383	70628
2289	227490	70532
2290	227592	70433
2291	227688	70333
2292	227791	70234
2293	227895	70136
2294	227999	70038
2295	228107	69942
2296	228212	69844
2297	228315	69746
2298	228419	69648
2299	228520	69549
2300	228625	69452
2301	228724	69352
2302	228828	69254
2303	228927	69155
2304	229030	69057
2305	229133	68958
2306	229238	68861
2307	229338	68761
2308	229440	68663
2309	229542	68564
2310	229642	68465
2311	229741	68366
2312	229841	68266
2313	229940	68167
2314	230035	68066
2315	230131	67966
2316	230236	67868
2317	230336	67769
2318	230439	67670
2319	230552	67575
2320	230655	67477
2321	230755	67378
2322	230853	67278
2323	230954	67179
2324	231057	67081
2325	231151	66980
2326	231252	66881
2327	231353	66782
2328	231454	66683
2329	231561	66586
2330	231668	66489
2331	231770	66390
2332	231870	66291
2333	231975	66193
2334	232074	66094
2335	232177	65995
2336	232281	65897
2337	232382	65798
2338	232483	65699
2339	232582	65600
2340	232686	65502
2341	232786	65402
2342	232889	65304
2343	232987	65204
2344	233087	65105
2345	233181	65004
2346	233281	64905
2347	233384	64806
2348	233484	64707
2349	233586	64608
2350	233688	64510
2351	233787	64410
2352	233887	64311
2353	233990	64213
2354	234093	64114
2355	234196	64016
2356	234301	63918
2357	234400	63819
2358	234501	63720
2359	234601	63620
2360	234701	63521
2361	234800	63421
2362	234898	63322
2363	234997	63222
2364	235099	63123
2365	235201	63025
2366	235304	62926
2367	235407	62828
2368	235507	62728
2369	235606	62629
2370	235705	62530
2371	235805	62430
2372	235903	62330
2373	236007	62232
2374	236103	62132
2375	236205	62033
2376	236308	61935
2377	236412	61837
2378	236514	61738
2379	236626	61642
2380	236727	61543
2381	236828	61444
2382	236923	61343
2383	237021	61243
2384	237122	61144
2385	237225	61046
2386	237332	60948
2387	237434	60849
2388	237536	60751
2389	237644	60653
2390	237738	60553
2391	237843	60455
2392	237939	60354
2393	238041	60256
2394	238149	60158
2395	238254	60060
2396	238353	59961
2397	238449	59861
2398	238550	59761
2399	238649	59662
2400	238750	59563
2401	238850	59464
2402	238952	59365
2403	239052	59265
2404	239159	59168
2405	239254	59067
2406	239350	58967
2407	239444	58866
2408	239547	58768
2409	239646	58668
2410	239750	58570
2411	239851	58471
2412	239950	58371
2413	240057	58274
2414	240165	58176
2415	240261	58076
2416	240362	57977
2417	240462	57878
2418	240562	57778
2419	240655	57677
2420	240758	57579
2421	240862	57480
2422	240963	57381
2423	241067	57283
2424	241171	57185
2425	241269	57085
2426	241371	56986
2427	241465	56885
2428	241565	56786
2429	241666	56687
2430	241769	56588
2431	241873	56490
2432	241975	56391
2433	242076	56292
2434	242186	56195
2435	242285	56095
2436	242389	55997
2437	242492	55898
2438	242594	55799
2439	242696	55700
2440	242805	55603
2441	242903	55503
2442	243002	55404
2443	243099	55304
2444	243200	55205
2445	243298	55105
2446	243396	55005
2447	243495	54905
2448	243592	54805
2449	243694	54706
2450	243798	54608
2451	243894	54508
2452	243996	54409
2453	244099	54310
2454	244199	54211
2455	244301	54112
2456	244396	54011
2457	244495	53912
2458	244596	53813
2459	244699	53714
2460	244798	53614
2461	244895	53514
2462	244994	53415
2463	245094	53315
2464	245196	53217
2465	245305	53119
2466	245422	53024
2467	245530	52926
2468	245632	52827
2469	245737	52729
2470	245836	52629
2471	245936	52530
2472	246037	52431
2473	246141	52332
2474	246238	52232
2475	246339	52133
2476	246439	52033
2477	246542	51935
2478	246644	51836
2479	246754	51738
2480	246871	51642
2481	246981	51545
2482	247081	51446
2483	247182	51346
2484	247286	51248
2485	247389	51149
2486	247488	51050
2487	247590	50951
2488	247694	50852
2489	247790	50752
2490	247893	50653
2491	247989	50553
2492	248095	50455
2493	248200	50356
2494	248313	50259
2495	248417	50161
2496	248522	50062
2497	248627	49964
2498	248737	49866
2499	248848	49769
2500	248961	49672
2501	249066	49574
2502	249173	49476
2503	249276	49377
2504	249378	49278
2505	249481	49179
2506	249588	49081
2507	249691	48982
2508	249788	48882
2509	249889	48783
2510	249991	48684
2511	250089	48584
2512	250182	48483
2513	250288	48385
2514	250379	48283
2515	250480	48184
2516	250573	48083
2517	250677	47985
2518	250779	47886
2519	250877	47786
2520	250971	47685
2521	251075	47586
2522	251176	47487
2523	251273	47387
2524	251371	47287
2525	251470	47188
2526	251573	47089
2527	251669	46988
2528	251768	46889
2529	251867	46789
2530	251970	46690
2531	252071	46591
2532	252167	46491
2533	252270	46392
2534	252373	46293
2535	252480	46195
2536	252585	46096
2537	252685	45997
2538	252782	45897
2539	252882	45797
2540	252984	45698
2541	253092	45600
2542	253182	45499
2543	253284	45400
2544	253381	45300
2545	253481	45200
2546	253577	45100
2547	253679	45001
2548	253780	44901
2549	253881	44802
2550	253980	44702
2551	254085	44604
2552	254184	44504
2553	254279	44404
2554	254385	44305
2555	254487	44206
2556	254587	44107
2557	254690	44008
2558	254787	43908
2559	254892	43809
2560	254989	43709
2561	255093	43610
2562	255192	43511
2563	255295	43412
2564	255398	43313
2565	255502	43214
2566	255604	43115
2567	255703	43015
2568	255800	42915
2569	255906	42817
2570	256006	42717
2571	256104	42617
2572	256203	42518
2573	256303	42418
2574	256401	42318
2575	256508	42220
2576	256608	42120
2577	256707	42021
2578	256810	41922
2579	256915	41823
2580	257011	41723
2581	257113	41624
2582	257212	41524
2583	257319	41426
2584	257423	41327
2585	257530	41228
2586	257629	41129
2587	257731	41029
2588	257835	40930
2589	257940	40832
2590	258046	40733
2591	258172	40638
2592	258281	40540
2593	258377	40439
2594	258475	40340
2595	258575	40240
2596	258676	40141
2597	258776	40041
2598	258880	39942
2599	258989	39844
2600	259091	39745
2601	259190	39645
2602	259294	39546
2603	259402	39448
2604	259498	39348
2605	259601	39249
2606	259701	39149
2607	259802	39050
2608	259908	38951
2609	260010	38852
2610	260110	38752
2611	260216	38653
2612	260319	38554
2613	260423	38455
2614	260522	38356
2615	260617	38255
2616	260717	38156
2617	260825	38057
2618	260926	37958
2619	261027	37858
2620	261131	37759
2621	261232	37660
2622	261340	37562
2623	261436	37461
2624	261537	37362
2625	261641	37263
2626	261748	37164
2627	261855	37066
2628	261955	36966
2629	262061	36868
2630	262160	36768
2631	262263	36669
2632	262362	36569
2633	262463	36469
2634	262565	36370
2635	262665	36270
2636	262765	36171
2637	262870	36072
2638	262969	35972
2639	263065	35872
2640	263163	35772
2641	263268	35673
2642	263372	35574
2643	263477	35475
2644	263576	35376
2645	263675	35276
2646	263781	35177
2647	263887	35078
2648	263984	34978
2649	264088	34879
2650	264188	34779
2651	264285	34680
2652	264399	34582
2653	264497	34482
2654	264597	34382
2655	264701	34283
2656	264801	34183
2657	264901	34084
2658	264999	33984
2659	265097	33884
2660	265199	33785
2661	265305	33686
2662	265404	33586
2663	265505	33487
2664	265607	33387
2665	265809	33300
2666	265975	33209
2667	266085	33111
2668	266188	33011
2669	266291	32912
2670	266393	32812
2671	266492	32713
2672	266595	32613
2673	266708	32515
2674	266813	32416
2675	266923	32318
2676	267028	32218
2677	267129	32119
2678	267236	32020
2679	267341	31921
2680	267449	31822
2681	267552	31723
2682	267651	31623
2683	267755	31524
2684	267859	31424
2685	267959	31325
2686	268057	31225
2687	268167	31126
2688	268262	31026
2689	268363	30926
2690	268470	30827
2691	268579	30729
2692	268684	30629
2693	268787	30530
2694	268891	30431
2695	268993	30331
2696	269090	30231
2697	269188	30131
2698	269294	30032
2699	269399	29933
2700	269503	29833
2701	269606	29734
2702	269709	29635
2703	269809	29535
2704	269912	29435
2705	270008	29335
2706	270108	29235
2707	270216	29137
2708	270315	29037
2709	270412	28937
2710	270515	28837
2711	270617	28738
2712	270726	28639
2713	270831	28540
2714	270939	28441
2715	271043	28341
2716	271144	28242
2717	271249	28142
2718	271354	28043
2719	271460	27944
2720	271569	27845
2721	271668	27745
2722	271772	27646
2723	271873	27546
2724	271978	27447
2725	272082	27347
2726	272186	27248
2727	272293	27149
2728	272398	27050
2729	272503	26950
2730	272606	26851
2731	272704	26751
2732	272803	26651
2733	272910	26552
2734	273012	26452
2735	273111	26352
2736	273216	26253
2737	273314	26153
2738	273417	26054
2739	273516	25954
2740	273622	25854
2741	273726	25755
2742	273826	25655
2743	273925	25555
2744	274028	25456
2745	274129	25356
2746	274234	25257
2747	274337	25157
2748	274440	25058
2749	274544	24958
2750	274649	24859
2751	274751	24759
2752	274849	24659
2753	274951	24559
2754	275055	24460
2755	275149	24360
2756	275243	24259
2757	275354	24160
2758	275452	24060
2759	275553	23961
2760	275651	23861
2761	275761	23762
2762	275860	23662
2763	275954	23561
2764	276054	23462
2765	276149	23361
2766	276253	23262
2767	276364	23163
2768	276471	23064
2769	276575	22964
2770	276675	22864
2771	276770	22764
2772	276875	22665
2773	276972	22565
2774	277081	22466
2775	277180	22366
2776	277288	22266
2777	277396	22167
2778	277496	22067
2779	277594	21967
2780	277693	21867
2781	277800	21768
2782	277905	21669
2783	278009	21569
2784	278108	21469
2785	278213	21370
2786	278319	21270
2787	278421	21171
2788	278524	21071
2789	278620	20971
2790	278718	20871
2791	278815	20771
2792	278915	20671
2793	279017	20571
2794	279113	20471
2795	279216	20372
2796	279319	20272
2797	279428	20173
2798	279540	20074
2799	279639	19974
2800	279742	19874
2801	279844	19774
2802	279949	19675
2803	280052	19575
2804	280149	19475
2805	280248	19375
2806	280353	19276
2807	280460	19176
2808	280560	19076
2809	280659	18976
2810	280765	18877
2811	280871	18778
2812	280975	18678
2813	281078	18578
2814	281180	18478
2815	281279	18379
2816	281387	18279
2817	281485	18179
2818	281587	18079
2819	281689	17980
2820	281793	17880
2821	281894	17780
2822	281994	17680
2823	282095	17581
2824	282196	17481
2825	282295	17381
2826	282395	17281
2827	282495	17181
2828	282599	17081
2829	282703	16982
2830	282807	16882
2831	282916	16783
2832	283014	16683
2833	283113	16583
2834	283212	16483
2835	283313	16383
2836	283412	16283
2837	283514	16183
2838	283619	16084
2839	283724	15984
2840	283825	15884
2841	283923	15784
2842	284024	15684
2843	284125	15584
2844	284223	15484
2845	284320	15384
2846	284417	15284
2847	284519	15185
2848	284616	15084
2849	284712	14984
2850	284815	14885
2851	284924	14785
2852	285025	14685
2853	285132	14586
2854	285229	14486
2855	285334	14386
2856	285439	14286
2857	285534	14186
2858	285640	14087
2859	285739	13987
2860	285841	13887
2861	285946	13787
2862	286049	13688
2863	286150	13588
2864	286256	13488
2865	286358	13388
2866	286463	13289
2867	286562	13189
2868	286666	13089
2869	286772	12989
2870	286878	12890
2871	286984	12790
2872	287089	12690
2873	287193	12590
2874	287293	12491
2875	287392	12391
2876	287488	12290
2877	287590	12191
2878	287690	12091
2879	287797	11991
2880	287902	11891
2881	288001	11791
2882	288110	11692
2883	288218	11592
2884	288320	11492
2885	288425	11393
2886	288519	11292
2887	288625	11193
2888	288726	11093
2889	288828	10993
2890	288941	10894
2891	289043	10794
2892	289140	10694
2893	289240	10594
2894	289341	10494
2895	289441	10394
2896	289542	10294
2897	289646	10194
2898	289743	10094
2899	289840	9994
2900	289952	9894
2901	290059	9795
2902	290156	9695
2903	290252	9595
2904	290348	9495
2905	290448	9395
2906	290546	9295
2907	290649	9195
2908	290752	9095
2909	290849	8995
2910	290948	8895
2911	291056	8795
2912	291157	8695
2913	291260	8595
2914	291356	8495
2915	291456	8395
2916	291557	8295
2917	291663	8196
2918	291763	8096
2919	291870	7996
2920	291963	7896
2921	292066	7796
2922	292172	7696
2923	292278	7596
2924	292377	7496
2925	292479	7396
2926	292584	7297
2927	292684	7197
2928	292789	7097
2929	292896	6997
2930	292996	6897
2931	293100	6797
2932	293201	6697
2933	293298	6597
2934	293395	6497
2935	293499	6397
2936	293595	6297
2937	293687	6197
2938	293792	6097
2939	293886	5997
2940	293988	5897
2941	294090	5797
2942	294195	5697
2943	294299	5598
2944	294399	5498
2945	294501	5398
2946	294589	5298
2947	294693	5198
2948	294794	5098
2949	294893	4998
2950	294993	4898
2951	295094	4798
2952	295194	4698
2953	295295	4598
2954	295401	4498
2955	295502	4398
2956	295600	4298
2957	295701	4198
2958	295807	4098
2959	295917	3998
2960	296041	3899
2961	296151	3799
2962	296256	3699
2963	296359	3599
2964	296466	3499
2965	296574	3399
2966	296676	3299
2967	296782	3199
2968	296885	3099
2969	296983	2999
2970	297083	2899
2971	297185	2799
2972	297289	2699
2973	297387	2599
2974	297487	2499
2975	297591	2399
2976	297693	2299
2977	297796	2199
2978	297902	2100
2979	298008	2000
2980	298111	1900
2981	298208	1800
2982	298323	1700
2983	298426	1600
2984	298527	1500
2985	298642	1400
2986	298743	1300
2987	298838	1200
2988	298939	1100
2989	299037	1000
2990	299136	900
2991	299240	800
2992	299339	700
2993	299438	600
2994	299535	500
2995	299631	400
2996	299734	300
2997	299836	200
2998	299954	100
2999	300058	0
