iter	RMSE
1512	0.1261548963
1513	0.1261214703
1514	0.1261058884
1515	0.1260587367
1516	0.1260511839
1517	0.1260367122
1518	0.1260233618
1519	0.1259959853
1520	0.1259729369
1521	0.1259728721
1522	0.1259429281
1523	0.1259399913
1524	0.1259233444
1525	0.1259095693
1526	0.125865733
1527	0.1258382188
1528	0.1258167478
1529	0.125794263
1530	0.1257794766
1531	0.1257734097
1532	0.1257449538
1533	0.125725369
1534	0.1256768498
1535	0.1256592556
1536	0.1256581988
1537	0.125609879
1538	0.1255925298
1539	0.1255783122
1540	0.1255452743
1541	0.1254767643
1542	0.1254589524
1543	0.125453808
1544	0.1254452222
1545	0.1254195694
1546	0.1254126318
1547	0.125403162
1548	0.1253857695
1549	0.1253721406
1550	0.125356367
1551	0.1253321862
1552	0.1253210503
1553	0.1252982015
1554	0.1252842941
1555	0.1252566547
1556	0.1252241695
1557	0.1252100169
1558	0.1251914933
1559	0.1251756036
1560	0.1250895176
1561	0.1250718297
1562	0.1250407771
1563	0.124998357
1564	0.1249832784
1565	0.1249470371
1566	0.1249378918
1567	0.1249246149
1568	0.1249060215
1569	0.1248874727
1570	0.1248706718
1571	0.1248647333
1572	0.1248607901
1573	0.124854352
1574	0.1248280003
1575	0.1248051243
1576	0.1247934539
1577	0.1247653399
1578	0.1247407611
1579	0.1247313473
1580	0.1247101417
1581	0.1246667798
1582	0.1246592742
1583	0.1246462667
1584	0.1246411722
1585	0.1245926148
1586	0.1245567243
1587	0.1245129698
1588	0.1244880411
1589	0.1244346355
1590	0.124412038
1591	0.1244013118
1592	0.124384478
1593	0.1243699139
1594	0.1243412194
1595	0.1243245824
1596	0.1243049818
1597	0.1242634767
1598	0.1242250319
1599	0.1242029076
1600	0.1241843642
1601	0.124160674
1602	0.1241504276
1603	0.1241446646
1604	0.1241327295
1605	0.1241097536
1606	0.124056955
1607	0.1240118128
1608	0.1239844883
1609	0.1239476367
1610	0.1239047172
1611	0.1238905618
1612	0.1238750629
1613	0.1238383242
1614	0.1238201453
1615	0.1237945271
1616	0.1237797547
1617	0.1237682875
1618	0.1237412
1619	0.1237355979
1620	0.1237207585
1621	0.1236577048
1622	0.1236386632
1623	0.1236286527
1624	0.123612915
1625	0.1235949422
1626	0.1235821117
1627	0.1235754083
1628	0.1235551946
1629	0.1235363408
1630	0.1235220177
1631	0.1234941929
1632	0.1234572677
1633	0.1234368965
1634	0.1234131695
1635	0.1234108605
1636	0.1233972509
1637	0.1233855065
1638	0.123377854
1639	0.1233615634
1640	0.1233405571
1641	0.1233240144
1642	0.1233152567
1643	0.1233009766
1644	0.1232813922
1645	0.1232586044
1646	0.1232465127
1647	0.123237176
1648	0.1232255768
1649	0.1231962721
1650	0.1231624074
1651	0.1231598894
1652	0.1231468846
1653	0.1231210499
1654	0.1231051221
1655	0.1230882417
1656	0.1230625072
1657	0.1230425944
1658	0.1230195985
1659	0.1230014953
1660	0.1229675639
1661	0.1229630053
1662	0.1229552599
1663	0.1229431194
1664	0.1229366442
1665	0.1229308263
1666	0.1229232389
1667	0.1229180919
1668	0.1229067064
1669	0.1229010932
1670	0.1228772201
1671	0.1228473785
1672	0.122830514
1673	0.1227893992
1674	0.1227787552
1675	0.1227673629
1676	0.1227539673
1677	0.1227388616
1678	0.1226961052
1679	0.122686289
1680	0.1226794419
1681	0.122657901
1682	0.1226478665
1683	0.1226354592
1684	0.1226232639
1685	0.1225840452
1686	0.122556302
1687	0.1225456547
1688	0.1225407973
1689	0.1225034206
1690	0.1224887219
1691	0.122473073
1692	0.1224231443
1693	0.1224059537
1694	0.1223955645
1695	0.1223672382
1696	0.1223524171
1697	0.1223249115
1698	0.1222792246
1699	0.1222484054
1700	0.1222164589
1701	0.1222088923
1702	0.1221600439
1703	0.12214787
1704	0.1221059075
1705	0.1220903854
1706	0.1220717828
1707	0.1220558546
1708	0.1220527289
1709	0.122044045
1710	0.1220361578
1711	0.1220267342
1712	0.122020287
1713	0.1220069574
1714	0.1219857482
1715	0.1219736613
1716	0.1219671706
1717	0.1219489982
1718	0.1219384619
1719	0.1219257445
1720	0.1219105956
1721	0.1218645558
1722	0.1218511931
1723	0.1218381169
1724	0.1218344067
1725	0.1218114913
1726	0.1217969546
1727	0.1217492756
1728	0.1217342143
1729	0.1217164895
1730	0.1217122954
1731	0.1217066372
1732	0.1216582964
1733	0.1216466153
1734	0.1216214138
1735	0.1216167821
1736	0.1215680491
1737	0.1215510623
1738	0.1215304542
1739	0.1215270262
1740	0.1215144213
1741	0.1214812905
1742	0.1214743402
1743	0.12145142
1744	0.1214369381
1745	0.1214055762
1746	0.1213666547
1747	0.1213248423
1748	0.1212984358
1749	0.1212855955
1750	0.1212496438
1751	0.1212457308
1752	0.1212096519
1753	0.1211829034
1754	0.1211635037
1755	0.1211498274
1756	0.1211347828
1757	0.1211085323
1758	0.1211053009
1759	0.1210670037
1760	0.1210618173
1761	0.1210526818
1762	0.1210416205
1763	0.1210243775
1764	0.1209815821
1765	0.1209755744
1766	0.1209635472
1767	0.1209627746
1768	0.120934729
1769	0.120894613
1770	0.1208895982
1771	0.120870806
1772	0.1208547461
1773	0.1208399033
1774	0.1208204439
1775	0.1207824101
1776	0.1207724171
1777	0.1207593893
1778	0.1207428259
1779	0.1207317877
1780	0.1206903594
1781	0.1206708609
1782	0.1206541269
1783	0.1206463943
1784	0.1206320836
1785	0.1205993294
1786	0.1205746725
1787	0.1205571073
1788	0.1205326836
1789	0.1205160562
1790	0.1205109319
1791	0.1204985641
1792	0.1204770682
1793	0.1204664527
1794	0.1204518968
1795	0.1204395935
1796	0.1204164085
1797	0.1204143377
1798	0.1203949287
1799	0.1203617795
1800	0.1203185306
1801	0.1203025232
1802	0.1202814401
1803	0.120272958
1804	0.1202483017
1805	0.1202324188
1806	0.1202176532
1807	0.1202126056
1808	0.120191894
1809	0.1201857258
1810	0.1201697058
1811	0.1201157991
1812	0.1200914437
1813	0.1200768108
1814	0.1200441831
1815	0.1200430603
1816	0.1200136977
1817	0.1199935858
1818	0.1199888117
1819	0.119968718
1820	0.1199591831
1821	0.1199391663
1822	0.119925155
1823	0.1198963689
1824	0.1198892565
1825	0.1198826364
1826	0.119874727
1827	0.1198609155
1828	0.1198590161
1829	0.1198473172
1830	0.1198250059
1831	0.1197921569
1832	0.1197886045
1833	0.1197790104
1834	0.119770603
1835	0.1197316853
1836	0.1197237992
1837	0.1197213931
1838	0.119703968
1839	0.1196821764
1840	0.1196769031
1841	0.1196664599
1842	0.1196592559
1843	0.1196540252
1844	0.1196432754
1845	0.1196319938
1846	0.1196069922
1847	0.1195968373
1848	0.1195834216
1849	0.1195717279
1850	0.11956396
1851	0.1195597257
1852	0.1195494753
1853	0.1195465253
1854	0.1195255495
1855	0.1195151494
1856	0.1195017501
1857	0.119459615
1858	0.1194433763
1859	0.1194288422
1860	0.1194226164
1861	0.1193864344
1862	0.1193763252
1863	0.1193249012
1864	0.1192941638
1865	0.1192439562
1866	0.1192043163
1867	0.1191909962
1868	0.119170636
1869	0.1191690854
1870	0.1191512534
1871	0.1191378985
1872	0.1191143811
1873	0.1190999481
1874	0.1190795246
1875	0.1190501333
1876	0.1190419049
1877	0.1190391296
1878	0.1190316002
1879	0.119028143
1880	0.1190179175
1881	0.118999536
1882	0.118987332
1883	0.1189672477
1884	0.1189456704
1885	0.1189293158
1886	0.1189256368
1887	0.1189125655
1888	0.1188887603
1889	0.1188753996
1890	0.1188590133
1891	0.1188234763
1892	0.118804983
1893	0.1187868783
1894	0.1187559451
1895	0.1187445686
1896	0.1187274301
1897	0.1187262334
1898	0.1187260442
1899	0.1187118261
1900	0.1186956006
1901	0.118679398
1902	0.1186538138
1903	0.118634999
1904	0.1186209098
1905	0.1186050947
1906	0.1185848832
1907	0.1185742011
1908	0.1185427344
1909	0.1185195196
1910	0.1185069553
1911	0.1184710708
1912	0.1184546186
1913	0.1184439874
1914	0.1184250154
1915	0.1184144488
1916	0.1183957299
1917	0.1183875783
1918	0.1183723068
1919	0.1183593659
1920	0.1183501254
1921	0.1183332269
1922	0.1183181439
1923	0.1183138392
1924	0.1183046184
1925	0.1182371022
1926	0.11821841
1927	0.1182060553
1928	0.1181957641
1929	0.1181765744
1930	0.1181750253
1931	0.1181623764
1932	0.118157251
1933	0.1181515618
1934	0.1181319876
1935	0.1181260776
1936	0.1181087085
1937	0.1180958035
1938	0.1180942157
1939	0.1180302575
1940	0.1180184224
1941	0.1180171202
1942	0.1179992754
1943	0.1179924092
1944	0.1179769483
1945	0.1179546773
1946	0.1179449347
1947	0.1179253111
1948	0.1178707246
1949	0.1178631809
1950	0.1178501042
1951	0.1178350898
1952	0.1178272969
1953	0.1178155455
1954	0.1177941948
1955	0.1177940627
1956	0.1177826006
1957	0.1177692288
1958	0.1177582877
1959	0.1177391228
1960	0.1177261391
1961	0.1176993015
1962	0.1176812317
1963	0.1176472194
1964	0.1176241573
1965	0.1176090568
1966	0.1175989092
1967	0.1175817492
1968	0.1175625321
1969	0.1175517511
1970	0.1175344497
1971	0.1175232309
1972	0.1175104824
1973	0.1175058178
1974	0.1174957462
1975	0.1174751565
1976	0.1174443969
1977	0.1174273606
1978	0.1174138968
1979	0.1173953411
1980	0.1173607786
1981	0.1173278316
1982	0.1173129294
1983	0.1172765185
1984	0.1172698173
1985	0.1172568513
1986	0.1172240877
1987	0.1171940124
1988	0.1171844628
1989	0.1171751233
1990	0.1171662713
1991	0.1171471269
1992	0.1171383237
1993	0.1171245712
1994	0.1170715936
1995	0.1170551117
1996	0.1170419732
1997	0.1170275245
1998	0.1170179598
1999	0.1169936926
2000	0.1169779863
2001	0.1169703436
2002	0.1169701806
2003	0.1169601319
2004	0.1169427025
2005	0.1169318592
2006	0.1169113206
2007	0.1168900026
2008	0.1168805661
2009	0.116859571
2010	0.116855827
2011	0.1168462467
2012	0.1168292301
2013	0.1168159934
2014	0.1168096275
2015	0.1167834434
2016	0.116769281
2017	0.1167392255
2018	0.1167311904
2019	0.1167084234
2020	0.1166815937
2021	0.1166465949
2022	0.1166334627
2023	0.1166192978
2024	0.1165913531
2025	0.1165793376
2026	0.1165585117
2027	0.1165440471
2028	0.1165201851
2029	0.116499027
2030	0.116481496
2031	0.1164718864
2032	0.1164652562
2033	0.116460693
2034	0.1164516108
2035	0.116449819
2036	0.1164231247
2037	0.1164162315
2038	0.1164083443
2039	0.1163787282
2040	0.1163636496
2041	0.1163566854
2042	0.116334496
2043	0.1163187519
2044	0.1163021952
2045	0.1162831726
2046	0.1162722848
2047	0.1162643222
2048	0.1162482708
2049	0.116218814
2050	0.116210264
2051	0.1162034938
2052	0.1161796566
2053	0.116173546
2054	0.1161657217
2055	0.1161519708
2056	0.1161250287
2057	0.1161174095
2058	0.1161009098
2059	0.1160617402
2060	0.1160615769
2061	0.1160559567
2062	0.1160537565
2063	0.1160361182
2064	0.1159995665
2065	0.1159864901
2066	0.1159717657
2067	0.1159579113
2068	0.1159391608
2069	0.1159312493
2070	0.1158837173
2071	0.1158667772
2072	0.1158542594
2073	0.1158277674
2074	0.1158144894
2075	0.1157983064
2076	0.1157880655
2077	0.1157492941
2078	0.1157196711
2079	0.1156835474
2080	0.1156501322
2081	0.1156423448
2082	0.1156264514
2083	0.1156126336
2084	0.1155973883
2085	0.11558781
2086	0.1155555711
2087	0.1155343377
2088	0.1155125288
2089	0.1154966667
2090	0.1154906979
2091	0.1154847449
2092	0.1154768508
2093	0.1154669659
2094	0.1154511192
2095	0.1154294287
2096	0.1154182776
2097	0.1153811887
2098	0.1153342974
2099	0.1153243166
2100	0.1153150328
2101	0.1153077146
2102	0.1153048438
2103	0.1152816154
2104	0.1152677461
2105	0.1152591546
2106	0.1152525626
2107	0.1152426398
2108	0.1152410923
2109	0.1152043767
2110	0.1152005645
2111	0.115196762
2112	0.1151689542
2113	0.1151544412
2114	0.1151431759
2115	0.1151336179
2116	0.1151207631
2117	0.1151042277
2118	0.115080504
2119	0.1150598291
2120	0.1150492784
2121	0.1150373796
2122	0.1150111816
2123	0.1150005016
2124	0.1149823217
2125	0.1149710685
2126	0.1149450813
2127	0.1149293974
2128	0.1149174278
2129	0.1148576805
2130	0.1148479098
2131	0.1148332709
2132	0.1148069162
2133	0.1147663152
2134	0.1147592213
2135	0.1147542695
2136	0.1147312516
2137	0.1147231556
2138	0.1147113575
2139	0.1146577449
2140	0.1146218495
2141	0.1145975606
2142	0.1145939599
2143	0.1145735555
2144	0.1145633098
2145	0.114538768
2146	0.1145180995
2147	0.1144966925
2148	0.1144905475
2149	0.1144591039
2150	0.1144126423
2151	0.114408206
2152	0.1144000659
2153	0.1143974349
2154	0.1143916797
2155	0.1143749822
2156	0.1143715932
2157	0.1143545257
2158	0.1143431912
2159	0.1143311975
2160	0.1143137633
2161	0.1143003963
2162	0.1142842351
2163	0.1142654357
2164	0.1142555473
2165	0.1142474741
2166	0.1142313073
2167	0.1142226097
2168	0.1141807421
2169	0.1141621941
2170	0.1141526836
2171	0.1141425777
2172	0.1141321482
2173	0.1141145309
2174	0.1141004468
2175	0.11408993
2176	0.1140747947
2177	0.1140580366
2178	0.1140457813
2179	0.1140344124
2180	0.1140080745
2181	0.1139954781
2182	0.113983807
2183	0.1139758269
2184	0.1139463981
2185	0.1139415086
2186	0.1139335388
2187	0.113911922
2188	0.1138914325
2189	0.1138733806
2190	0.1138312799
2191	0.1138124842
2192	0.1138057038
2193	0.1137677937
2194	0.1137440735
2195	0.1137169574
2196	0.1137117177
2197	0.1136963831
2198	0.1136752675
2199	0.1136443712
2200	0.1136127019
2201	0.1136009875
2202	0.1135958019
2203	0.1135900674
2204	0.113567257
2205	0.1135582526
2206	0.1135298352
2207	0.1135210735
2208	0.1135006861
2209	0.1134876669
2210	0.1134724635
2211	0.1134600592
2212	0.1134481269
2213	0.1134398881
2214	0.113429572
2215	0.1134237071
2216	0.1134104453
2217	0.1134045193
2218	0.1133839685
2219	0.1133731808
2220	0.1133674907
2221	0.1133618331
2222	0.113345977
2223	0.113336209
2224	0.1133234452
2225	0.1133157353
2226	0.1132883539
2227	0.1132836642
2228	0.1132697941
2229	0.113245758
2230	0.1132261702
2231	0.1132218062
2232	0.1131897524
2233	0.1131709799
2234	0.1131554302
2235	0.1131467723
2236	0.1131324637
2237	0.1131224705
2238	0.113116938
2239	0.1130970879
2240	0.1130562599
2241	0.1130502411
2242	0.1130266555
2243	0.1129994656
2244	0.1129986132
2245	0.112995195
2246	0.112950683
2247	0.1129310546
2248	0.1129195951
2249	0.1129080879
2250	0.1128983535
2251	0.112887556
2252	0.1128724263
2253	0.1128641456
2254	0.1128491389
2255	0.1128382759
2256	0.1128267706
2257	0.1128059879
2258	0.1128042569
2259	0.1127922589
2260	0.1127791927
2261	0.112766347
2262	0.1127555826
2263	0.1127382073
2264	0.1127245509
2265	0.1127188291
2266	0.1127062624
2267	0.1127019725
2268	0.1126613561
2269	0.1126495636
2270	0.1126383809
2271	0.1126337859
2272	0.1126232389
2273	0.1126114843
2274	0.1126072764
2275	0.11259963
2276	0.1125917668
2277	0.1125809565
2278	0.1125697011
2279	0.1125636359
2280	0.1125572937
2281	0.1125336909
2282	0.1125228465
2283	0.112515893
2284	0.1124897815
2285	0.1124854188
2286	0.1124457488
2287	0.1124135917
2288	0.1124030684
2289	0.112396906
2290	0.1123934137
2291	0.11238558
2292	0.1123573018
2293	0.11234471
2294	0.1123375051
2295	0.1123227854
2296	0.1123082624
2297	0.1122994287
2298	0.112290386
2299	0.1122834897
2300	0.1122689616
2301	0.1122474321
2302	0.1122372881
2303	0.1122213543
2304	0.1122194257
2305	0.1121816871
2306	0.1121759829
2307	0.1121476131
2308	0.1121361087
2309	0.112122983
2310	0.1121162555
2311	0.1120768606
2312	0.1120640408
2313	0.1120556363
2314	0.1120501043
2315	0.1120406664
2316	0.1120252716
2317	0.1120147183
2318	0.1120041456
2319	0.111994029
2320	0.111983076
2321	0.111962252
2322	0.1119379648
2323	0.1119051215
2324	0.1118984275
2325	0.1118791703
2326	0.111868448
2327	0.1118605016
2328	0.1118423145
2329	0.1118323908
2330	0.1118097305
2331	0.1118013147
2332	0.1117920869
2333	0.111784425
2334	0.1117549647
2335	0.1117479188
2336	0.1117138751
2337	0.1117046835
2338	0.1116849258
2339	0.1116616575
2340	0.1116492813
2341	0.1116372883
2342	0.1116251729
2343	0.1116175107
2344	0.1116147796
2345	0.1115965658
2346	0.1115925512
2347	0.1115823037
2348	0.1115718087
2349	0.1115573449
2350	0.1115394894
2351	0.111524781
2352	0.1115055827
2353	0.1115003627
2354	0.1114868827
2355	0.1114779234
2356	0.1114718006
2357	0.1114669534
2358	0.1114494454
2359	0.1114364309
2360	0.1114197062
2361	0.1114069963
2362	0.1113938242
2363	0.1113874991
2364	0.1113794117
2365	0.1113746028
2366	0.1113668259
2367	0.1113622439
2368	0.1113479647
2369	0.1113405176
2370	0.1113359508
2371	0.1113156052
2372	0.1113102079
2373	0.1113007929
2374	0.1112803572
2375	0.1112697223
2376	0.111242902
2377	0.1112000106
2378	0.1111710646
2379	0.1111592469
2380	0.1111521906
2381	0.1111361651
2382	0.1111219536
2383	0.1110906653
2384	0.1110811539
2385	0.1110677365
2386	0.1110507755
2387	0.1110229251
2388	0.1110145229
2389	0.1110082755
2390	0.1109993417
2391	0.1109873204
2392	0.1109676549
2393	0.1109577126
2394	0.1109463516
2395	0.1109395911
2396	0.1109209542
2397	0.1109110059
2398	0.1109002512
2399	0.1108715133
2400	0.1108595495
2401	0.1108561972
2402	0.1108456357
2403	0.1108324109
2404	0.1108262102
2405	0.110818488
2406	0.1108047651
2407	0.1107979253
2408	0.110785319
2409	0.1107770936
2410	0.1107635721
2411	0.11074236
2412	0.1107120163
2413	0.1106991987
2414	0.1106783963
2415	0.1106704353
2416	0.1106526101
2417	0.1106464567
2418	0.110636855
2419	0.1106252877
2420	0.1106149475
2421	0.1106014374
2422	0.1105847752
2423	0.1105704381
2424	0.1105651062
2425	0.1105591748
2426	0.1105492616
2427	0.1105409689
2428	0.1105353884
2429	0.1105261937
2430	0.1105181099
2431	0.1105142441
2432	0.110508903
2433	0.1105003607
2434	0.1104796601
2435	0.110471376
2436	0.1104549812
2437	0.1104364091
2438	0.1104286713
2439	0.1104214371
2440	0.1104035902
2441	0.110394163
2442	0.1103767814
2443	0.1103695941
2444	0.110340469
2445	0.1103327191
2446	0.1103277856
2447	0.1103038807
2448	0.1102903969
2449	0.1102710714
2450	0.1102398289
2451	0.1102255141
2452	0.1101831678
2453	0.1101702798
2454	0.1101576709
2455	0.1101514754
2456	0.1101332364
2457	0.1101168291
2458	0.1101056798
2459	0.1100928573
2460	0.1100824103
2461	0.11007778
2462	0.1100441946
2463	0.1100327629
2464	0.1100298573
2465	0.1100201643
2466	0.1100017017
2467	0.1099929845
2468	0.109972091
2469	0.1099642384
2470	0.1099525067
2471	0.1099425574
2472	0.1099345209
2473	0.109917019
2474	0.1099053258
2475	0.1098971749
2476	0.1098662987
2477	0.109859962
2478	0.1098559288
2479	0.1098471682
2480	0.1098390646
2481	0.1098236005
2482	0.1098164902
2483	0.1098126411
2484	0.1097933806
2485	0.1097871281
2486	0.1097673676
2487	0.1097424596
2488	0.109734172
2489	0.1097202279
2490	0.1097151151
2491	0.1097058555
2492	0.1096994377
2493	0.1096932513
2494	0.1096850628
2495	0.1096749546
2496	0.1096598201
2497	0.1096528614
2498	0.109637321
2499	0.1096287293
2500	0.109622595
2501	0.1096014918
2502	0.1095867662
2503	0.1095724237
2504	0.1095681267
2505	0.1095606082
2506	0.1095476103
2507	0.1095327566
2508	0.1095105999
2509	0.1095008823
2510	0.1094719976
2511	0.1094555456
2512	0.1094534523
2513	0.1094397955
2514	0.1094278925
2515	0.1094181627
2516	0.1094127692
2517	0.10940749
2518	0.1094040221
2519	0.1094006849
2520	0.1093825131
2521	0.1093699138
2522	0.1093593628
2523	0.1093537883
2524	0.1093448125
2525	0.1093393181
2526	0.1093103287
2527	0.1093041496
2528	0.1092765692
2529	0.1092697732
2530	0.1092632049
2531	0.109256952
2532	0.1092396102
2533	0.1092080494
2534	0.1091698474
2535	0.1091660888
2536	0.1091500567
2537	0.1091346499
2538	0.109125869
2539	0.1091113968
2540	0.1091080689
2541	0.1091013295
2542	0.1090951641
2543	0.1090903407
2544	0.1090533292
2545	0.1090324354
2546	0.109020118
2547	0.1090120785
2548	0.1090063644
2549	0.1089902422
2550	0.1089825602
2551	0.1089726122
2552	0.1089626325
2553	0.1089501067
2554	0.1089302356
2555	0.1089071582
2556	0.1088994599
2557	0.1088912131
2558	0.1088868302
2559	0.1088674014
2560	0.108859223
2561	0.1088499823
2562	0.1088320501
2563	0.1088216538
2564	0.1088207872
2565	0.1088159958
2566	0.1087976805
2567	0.1087903111
2568	0.108762057
2569	0.1087488465
2570	0.1087465482
2571	0.1087254312
2572	0.1087165217
2573	0.108707713
2574	0.108690022
2575	0.1086855061
2576	0.1086725188
2577	0.1086604833
2578	0.1086252314
2579	0.1086050228
2580	0.1085956203
2581	0.1085829715
2582	0.1085769088
2583	0.1085552534
2584	0.1085428226
2585	0.10853336
2586	0.1085227039
2587	0.1085018776
2588	0.1084939428
2589	0.1084752444
2590	0.1084653713
2591	0.1084606395
2592	0.1084493677
2593	0.108444164
2594	0.1084364639
2595	0.1084213631
2596	0.1083919941
2597	0.1083902259
2598	0.1083749306
2599	0.1083646068
2600	0.1083527841
2601	0.1083483741
2602	0.1083396628
2603	0.108328193
2604	0.1083264598
2605	0.1083038662
2606	0.1082984685
2607	0.1082932529
2608	0.1082775871
2609	0.1082608972
2610	0.1082546966
2611	0.1082457827
2612	0.1082319304
2613	0.1082125402
2614	0.1081832173
2615	0.1081765158
2616	0.1081470506
2617	0.1081269376
2618	0.1081183017
2619	0.1080858541
2620	0.1080725997
2621	0.1080656515
2622	0.1080570375
2623	0.1080458984
2624	0.1080262208
2625	0.1080152049
2626	0.1079985019
2627	0.1079939623
2628	0.1079828565
2629	0.1079683757
2630	0.1079477153
2631	0.107922285
2632	0.1079076858
2633	0.1078797934
2634	0.1078597856
2635	0.1078426243
2636	0.1078298862
2637	0.1078095755
2638	0.1077990352
2639	0.1077863486
2640	0.1077789948
2641	0.107774322
2642	0.1077633734
2643	0.1077504045
2644	0.1077369461
2645	0.1077311815
2646	0.1077202302
2647	0.1077118738
2648	0.107698906
2649	0.1076922514
2650	0.1076795798
2651	0.1076586383
2652	0.1076455719
2653	0.1076304198
2654	0.1076225368
2655	0.1076152509
2656	0.10760521
2657	0.1075931374
2658	0.1075865281
2659	0.1075760614
2660	0.1075729051
2661	0.1075389075
2662	0.1075353134
2663	0.1075267635
2664	0.1075238604
2665	0.1075195123
2666	0.1074945738
2667	0.1074863883
2668	0.107468183
2669	0.1074566308
2670	0.1074277433
2671	0.1074178044
2672	0.1074080693
2673	0.1073684322
2674	0.1073640584
2675	0.1073531476
2676	0.1073152352
2677	0.1073070352
2678	0.1072811531
2679	0.107273002
2680	0.1072607416
2681	0.1072566907
2682	0.1072523532
2683	0.1072276545
2684	0.1072240879
2685	0.1072170383
2686	0.1072070104
2687	0.1071764152
2688	0.107169229
2689	0.1071509797
2690	0.1071490976
2691	0.1071341465
2692	0.1071202413
2693	0.107107622
2694	0.1070802416
2695	0.1070496715
2696	0.1070370517
2697	0.1070222772
2698	0.1070156103
2699	0.1069957101
2700	0.1069765111
2701	0.1069596367
2702	0.1069489386
2703	0.1069265116
2704	0.1069234087
2705	0.1069163664
2706	0.106890977
2707	0.1068717563
2708	0.106866085
2709	0.1068574497
2710	0.1068453924
2711	0.1068392138
2712	0.1068344523
2713	0.1068291115
2714	0.1068210633
2715	0.1068084425
2716	0.1068046742
2717	0.1067460891
2718	0.1067305328
2719	0.1067193127
2720	0.1067032227
2721	0.1066984452
2722	0.1066791975
2723	0.1066692724
2724	0.1066567741
2725	0.1066404646
2726	0.1066116861
2727	0.106584286
2728	0.106564233
2729	0.1065439985
2730	0.1065398475
2731	0.1065291833
2732	0.1064944093
2733	0.1064697652
2734	0.1064669236
2735	0.1064592837
2736	0.1064371201
2737	0.1064296409
2738	0.1064123401
2739	0.1063957739
2740	0.1063804207
2741	0.1063697183
2742	0.1063543888
2743	0.1063480169
2744	0.1063465197
2745	0.1063342603
2746	0.1063227741
2747	0.1062994255
2748	0.1062890945
2749	0.1062813363
2750	0.1062781129
2751	0.1062647438
2752	0.1062623379
2753	0.1062590964
2754	0.1062550587
2755	0.1062415341
2756	0.1062238236
2757	0.1062152899
2758	0.1062077158
2759	0.1061913636
2760	0.1061865223
2761	0.1061765966
2762	0.1061725079
2763	0.1061664197
2764	0.1061630918
2765	0.1061553559
2766	0.1061439786
2767	0.1061372687
2768	0.106132579
2769	0.106127174
2770	0.1061221426
2771	0.1061189086
2772	0.1060998329
2773	0.1060890654
2774	0.1060837873
2775	0.1060754502
2776	0.1060656802
2777	0.1060605947
2778	0.1060368638
2779	0.1060142668
2780	0.1060032909
2781	0.1059756173
2782	0.1059727482
2783	0.1059663292
2784	0.1059528131
2785	0.1059491322
2786	0.1059412852
2787	0.1059316079
2788	0.1059214525
2789	0.1059141126
2790	0.1059072341
2791	0.105896843
2792	0.1058879295
2793	0.1058739278
2794	0.1058672228
2795	0.1058652451
2796	0.1058564638
2797	0.1058436809
2798	0.1058373735
2799	0.1058335173
2800	0.1058238349
2801	0.1058053145
2802	0.1058042272
2803	0.1057902717
2804	0.1057846732
2805	0.1057715239
2806	0.1057683984
2807	0.1057517885
2808	0.1057182345
2809	0.1057080584
2810	0.1057009618
2811	0.1056964756
2812	0.1056773949
2813	0.1056690421
2814	0.1056545806
2815	0.1056467099
2816	0.1056104676
2817	0.1056038373
2818	0.1055953592
2819	0.1055806515
2820	0.1055349545
2821	0.105508333
2822	0.105493103
2823	0.1054827167
2824	0.1054263249
2825	0.105391204
2826	0.105372813
2827	0.1053466554
2828	0.1053352897
2829	0.1053165436
2830	0.1053077423
2831	0.105296519
2832	0.1052915864
2833	0.1052844303
2834	0.1052762795
2835	0.1052737124
2836	0.1052569197
2837	0.1052410071
2838	0.1052126706
2839	0.1052034056
2840	0.1051980555
2841	0.1051914016
2842	0.1051753723
2843	0.1051628886
2844	0.1051516447
2845	0.1051442302
2846	0.1051330473
2847	0.1051261099
2848	0.1051150679
2849	0.1051022592
2850	0.1050725022
2851	0.1050537292
2852	0.1050477258
2853	0.1050414816
2854	0.1050285281
2855	0.1050249501
2856	0.1050234484
2857	0.1050208418
2858	0.1050074423
2859	0.1049925592
2860	0.1049877637
2861	0.1049821036
2862	0.1049622085
2863	0.1049600341
2864	0.1049482594
2865	0.1049264259
2866	0.1049100372
2867	0.1049001731
2868	0.1048978463
2869	0.1048926561
2870	0.1048819826
2871	0.1048672262
2872	0.1048470706
2873	0.1048434193
2874	0.1048353471
2875	0.1048328225
2876	0.1048285073
2877	0.1047915726
2878	0.1047872291
2879	0.1047766052
2880	0.1047736051
2881	0.1047436037
2882	0.1047320186
2883	0.1047306904
2884	0.1046994552
2885	0.1046890078
2886	0.1046803361
2887	0.1046704219
2888	0.1046576651
2889	0.1046384308
2890	0.1046236099
2891	0.1046115286
2892	0.1046041148
2893	0.1045985867
2894	0.1045843613
2895	0.1045701504
2896	0.1045586539
2897	0.1045507987
2898	0.1045490558
2899	0.104526993
2900	0.1045177228
2901	0.1045109132
2902	0.1044987826
2903	0.104479085
2904	0.1044644485
2905	0.1044552265
2906	0.1044422137
2907	0.1043995313
2908	0.104379179
2909	0.1043749619
2910	0.1043464835
2911	0.1043464505
2912	0.1043381092
2913	0.104313023
2914	0.1042992158
2915	0.1042899308
2916	0.1042840799
2917	0.1042737773
2918	0.1042695577
2919	0.1042510248
2920	0.1042473365
2921	0.1042322968
2922	0.1042247334
2923	0.1042127052
2924	0.1042044061
