iter	RMSE
163	0.1922616168
164	0.1920170782
165	0.1918794603
166	0.1916671975
167	0.1915526602
168	0.1915378091
169	0.191298686
170	0.1911193614
171	0.1909581166
172	0.1907832267
173	0.1904370957
174	0.190311273
175	0.190241627
176	0.1901731827
177	0.1899505492
178	0.189856585
179	0.1896573448
180	0.1895902707
181	0.1892791409
182	0.1890758404
183	0.1889529499
184	0.1888086073
185	0.1886981505
186	0.1883753056
187	0.1881964119
188	0.1879199926
189	0.187826575
190	0.1876864886
191	0.1876155764
192	0.18737637
193	0.187279493
194	0.1871774736
195	0.1871149916
196	0.1870046264
197	0.1867346391
198	0.1865214734
199	0.1864377295
200	0.1864332347
201	0.186273382
202	0.1861779555
203	0.1860923868
204	0.1858693309
205	0.185751781
206	0.185415624
207	0.1852743624
208	0.1851443117
209	0.1851256106
210	0.184968972
211	0.1848078737
212	0.1846752653
213	0.1845989436
214	0.1844305584
215	0.1842526673
216	0.1841252539
217	0.1840912328
218	0.1840075846
219	0.183904062
220	0.1837047587
221	0.1833538653
222	0.1830637938
223	0.1828767038
224	0.1827269131
225	0.1825843672
226	0.1823641155
227	0.1821639701
228	0.1820125236
229	0.1819106159
230	0.1817219958
231	0.1815646735
232	0.1814628702
233	0.1812594489
234	0.1811803581
235	0.1811394274
236	0.1810162254
237	0.1808259087
238	0.1807504309
239	0.1806522747
240	0.1804504333
241	0.1802717303
242	0.1802481032
243	0.1801129228
244	0.1800906277
245	0.1800010402
246	0.1797341615
247	0.179661452
248	0.1796387316
249	0.1793671919
250	0.1792122289
251	0.1791262136
252	0.1791029535
253	0.1788581454
254	0.1787280075
255	0.1785567774
256	0.1784519602
257	0.1783589942
258	0.178300116
259	0.1780060381
260	0.1778880826
261	0.1778561878
262	0.1778353201
263	0.1777989611
264	0.1776625465
265	0.1773714398
266	0.1772270615
267	0.1771103733
268	0.1770694264
269	0.1770233094
270	0.17696901
271	0.1769540797
272	0.1767827576
273	0.1766701111
274	0.1764014255
275	0.1762979965
276	0.1762322211
277	0.1760980344
278	0.1759044617
279	0.1758353523
280	0.1757575158
281	0.1757530715
282	0.1757226322
283	0.1756247817
284	0.1755975616
285	0.1754834048
286	0.1753608758
287	0.1753429986
288	0.1753117068
289	0.1752966271
290	0.1751503436
291	0.1750898091
292	0.1750657682
293	0.1749469043
294	0.1747926625
295	0.1747759092
296	0.1747000716
297	0.1745639878
298	0.1745551585
299	0.1744296422
300	0.1744051554
301	0.1743949493
302	0.1743187874
303	0.1742439652
304	0.1742052746
305	0.1741896494
306	0.1740429267
307	0.1739440801
308	0.1737993866
309	0.1737689613
310	0.1736345272
311	0.1734385492
312	0.1734324176
313	0.1732697005
314	0.1730733539
315	0.1728737575
316	0.1728677895
317	0.1727463738
318	0.1727087639
319	0.172637318
320	0.1724723912
321	0.1723941759
322	0.1722726503
323	0.1720520799
324	0.1718989643
325	0.1717871171
326	0.1717056639
327	0.1716916535
328	0.1716809095
329	0.1715179727
330	0.1714392909
331	0.1712139924
332	0.1710628186
333	0.1709449461
334	0.1708333857
335	0.1707388484
336	0.1706151029
337	0.1705830693
338	0.1704935389
339	0.1702828205
340	0.1701772795
341	0.1700813527
342	0.1700059554
343	0.1699956142
344	0.169863599
345	0.1697583892
346	0.1696566168
347	0.1695293337
348	0.1695185604
349	0.1694019152
350	0.1692875744
351	0.1691117419
352	0.169036421
353	0.1690237274
354	0.168864791
355	0.1687823992
356	0.1686942961
357	0.1686041333
358	0.1685301875
359	0.1684826226
360	0.1683358768
361	0.1682207464
362	0.1681396448
363	0.1680772266
364	0.1679148314
365	0.1678919602
366	0.1678027977
367	0.1677032256
368	0.1676136083
369	0.1675997476
370	0.1675027061
371	0.1674415746
372	0.1673537173
373	0.1672816573
374	0.1672075136
375	0.1670413072
376	0.1669339494
377	0.1668923753
378	0.1667561616
379	0.1666561093
380	0.1664775218
381	0.1663864129
382	0.1663206043
383	0.1662913065
384	0.1662055572
385	0.1661008871
386	0.1660390142
387	0.1659688962
388	0.1659211423
389	0.1658246773
390	0.1658117739
391	0.1657371274
392	0.1657207041
393	0.165647916
394	0.1655428587
395	0.1654343362
396	0.1653068687
397	0.1652256998
398	0.16515122
399	0.1650022331
400	0.1649522251
401	0.1648364082
402	0.1648202482
403	0.1647551311
404	0.1647080431
405	0.1646852638
406	0.1646694233
407	0.1646486763
408	0.1645506095
409	0.1644497788
410	0.1643923085
411	0.1643434077
412	0.1643342403
413	0.1641673918
414	0.1640896195
415	0.1640333974
416	0.1639310749
417	0.1638273912
418	0.16370643
419	0.1636414201
420	0.163544646
421	0.1635085677
422	0.1634423683
423	0.1633564551
424	0.1632978457
425	0.1632584457
426	0.1631879443
427	0.1630635581
428	0.1629976995
429	0.1629196088
430	0.1628187168
431	0.1628165871
432	0.1627691486
433	0.162716767
434	0.1626739137
435	0.1626228426
436	0.1625473348
437	0.1624924121
438	0.162390196
439	0.1623626077
440	0.1623233564
441	0.1623027359
442	0.1622321935
443	0.1621837473
444	0.1621013799
445	0.1620442571
446	0.1620336581
447	0.1619082377
448	0.1618396068
449	0.1618086762
450	0.1617397338
451	0.1616798553
452	0.1616115777
453	0.1615336867
454	0.161505101
455	0.1614773311
456	0.1614707226
457	0.1613362834
458	0.1612439755
459	0.1611118574
460	0.1609016652
461	0.1608976701
462	0.1608439857
463	0.1607456554
464	0.160642468
465	0.1605851844
466	0.160535732
467	0.1604859867
468	0.1604779571
469	0.1604125348
470	0.1603686114
471	0.1602889338
472	0.1602359751
473	0.1602036498
474	0.1601439529
475	0.1599766767
476	0.1599297872
477	0.1598427134
478	0.1598026021
479	0.1597610225
480	0.1597591445
481	0.1596942482
482	0.1596689471
483	0.1596676294
484	0.1595838418
485	0.1594951981
486	0.1594396986
487	0.1593604979
488	0.1592864429
489	0.1591155648
490	0.1590581929
491	0.1589856788
492	0.1588997045
493	0.1588900407
494	0.1588203691
495	0.1587626106
496	0.1587433498
497	0.1586924645
498	0.1585184983
499	0.1585018444
500	0.1584332304
501	0.1583961911
502	0.1583145422
503	0.1582633212
504	0.1582508125
505	0.1581925375
506	0.1581754097
507	0.1581252391
508	0.1580659911
509	0.1580276224
510	0.1579943138
511	0.1579544758
512	0.1578881115
513	0.1578678812
514	0.157800236
515	0.1577375091
516	0.1577109544
517	0.1576502753
518	0.1575954534
519	0.1575584085
520	0.1575086903
521	0.1573428654
522	0.1572936412
523	0.1572232105
524	0.1571621031
525	0.1571561589
526	0.1570909161
527	0.1570569312
528	0.1569996225
529	0.1569353634
530	0.1568354616
531	0.1568244498
532	0.1567683935
533	0.1567247739
534	0.1566965941
535	0.1566732625
536	0.1566057227
537	0.1565703813
538	0.1565185166
539	0.1564473129
540	0.1563965198
541	0.1563488894
542	0.1563145965
543	0.1562458078
544	0.1562034542
545	0.1561529764
546	0.1560936019
547	0.1559364921
548	0.155886129
549	0.155825408
550	0.1558103944
551	0.1557975685
552	0.1557522931
553	0.155623033
554	0.1555912821
555	0.1554987663
556	0.1553536885
557	0.155309274
558	0.1552093784
559	0.1550795289
560	0.15503135
561	0.1549959013
562	0.154959732
563	0.1549040569
564	0.1548777237
565	0.1548030297
566	0.1547509281
567	0.1546645517
568	0.154629434
569	0.1545838877
570	0.154503943
571	0.154464105
572	0.1544017095
573	0.1543264851
574	0.1543152884
575	0.1542967902
576	0.1542836378
577	0.1542482369
578	0.1541927487
579	0.1541878179
580	0.1541570632
581	0.1541054291
582	0.1540541736
583	0.1539300189
584	0.153881873
585	0.1538700885
586	0.1538297926
587	0.1536956878
588	0.1536650967
589	0.1536342258
590	0.1535942529
591	0.1535392585
592	0.1534955932
593	0.1534603939
594	0.1533578654
595	0.1533220068
596	0.1532948591
597	0.1532637277
598	0.1532271781
599	0.1532084398
600	0.153157216
601	0.1531023597
602	0.1530632553
603	0.1529749128
604	0.1529541226
605	0.1529120215
606	0.1528706239
607	0.1528370887
608	0.1528002344
609	0.1527157065
610	0.1526652143
611	0.1526122677
612	0.1524834439
613	0.1524366985
614	0.1524057555
615	0.1523792817
616	0.1523512619
617	0.1523457753
618	0.1523247667
619	0.1522701839
620	0.1522373698
621	0.1522123802
622	0.152183749
623	0.1521137002
624	0.1520804122
625	0.1520291641
626	0.151921439
627	0.1518906629
628	0.1518570319
629	0.1518241485
630	0.1518047731
631	0.151763149
632	0.1516972253
633	0.151668886
634	0.1516476321
635	0.1516151772
636	0.1515643311
637	0.1515213913
638	0.1514610128
639	0.1514421946
640	0.1514181437
641	0.1513452372
642	0.1513371591
643	0.1513036456
644	0.1512595609
645	0.1512110294
646	0.1511908725
647	0.1511312728
648	0.1510135629
649	0.1509584411
650	0.1509045132
651	0.1508818185
652	0.1508779451
653	0.1508458197
654	0.1508268995
655	0.1508234899
656	0.1508041077
657	0.1507667036
658	0.1507463056
659	0.1507248958
660	0.1506884098
661	0.1506271624
662	0.1506096548
663	0.1505289324
664	0.1504979073
665	0.1504699313
666	0.1504372058
667	0.1504073382
668	0.1503859272
669	0.1503464108
670	0.1503027475
671	0.1501939077
672	0.1501743917
673	0.1501379339
674	0.1500960406
675	0.150063033
676	0.149983196
677	0.1499098715
678	0.1498796672
679	0.149814983
680	0.1497282981
681	0.1497088627
682	0.1495676941
683	0.1495356282
684	0.1494842879
685	0.1493996233
686	0.1493541536
687	0.1492750267
688	0.1492389716
689	0.1491037028
690	0.1490960451
691	0.1490230724
692	0.1490127219
693	0.1489858084
694	0.1489628229
695	0.14893705
696	0.1489104439
697	0.14883001
698	0.1488066733
699	0.1487138684
700	0.1486887991
701	0.148671616
702	0.1486522514
703	0.1485982364
704	0.1485665012
705	0.1485221089
706	0.1484961808
707	0.1484672546
708	0.1484083487
709	0.1483497438
710	0.1483278618
711	0.1482771568
712	0.1482594801
713	0.1481679906
714	0.1481125848
715	0.1480675664
716	0.1479876175
717	0.1479846034
718	0.1479540122
719	0.1478555778
720	0.1478015042
721	0.1477842777
722	0.1477461511
723	0.147727179
724	0.147708534
725	0.1476595619
726	0.1476452549
727	0.1475838418
728	0.1475296426
729	0.1475214571
730	0.1474401262
731	0.1474042843
732	0.1473841926
733	0.1473484871
734	0.1473177306
735	0.1472812825
736	0.1472671182
737	0.147217502
738	0.1472039615
739	0.147159095
740	0.1471213976
741	0.1470989281
742	0.1470805524
743	0.1470091543
744	0.1469863622
745	0.1469590398
746	0.1469264824
747	0.1468902942
748	0.1468482062
749	0.1468206992
750	0.1467287542
751	0.1466911183
752	0.146676566
753	0.1466292313
754	0.146597223
755	0.1465324731
756	0.1465183333
757	0.1464817884
758	0.1464507244
759	0.1464127065
760	0.1464073392
761	0.1463258158
762	0.1462940117
763	0.146227095
764	0.1461846679
765	0.1461607768
766	0.146064581
767	0.1460285469
768	0.1460220537
769	0.1459845285
770	0.1459662379
771	0.1459486424
772	0.1458490548
773	0.1458331834
774	0.1457987988
775	0.1457046593
776	0.1456962625
777	0.1456729834
778	0.1456247307
779	0.1455830676
780	0.1455569696
781	0.1455370442
782	0.1454724528
783	0.1454284489
784	0.1453915367
785	0.1453852237
786	0.1453511673
787	0.1453492834
788	0.1453247914
789	0.1452839197
790	0.1452677732
791	0.1452285178
792	0.1451758072
793	0.1451287474
794	0.1450583727
795	0.1449981104
796	0.1449484909
797	0.1449005314
798	0.1448783203
799	0.1448482193
800	0.1448071905
801	0.1447546788
802	0.1446745075
803	0.1446360556
804	0.1446262781
805	0.1445686383
806	0.1445289135
807	0.1445013411
808	0.1444913967
809	0.1444519286
810	0.1443931088
811	0.144356491
812	0.1442442417
813	0.1442294282
814	0.1441932978
815	0.1441705191
816	0.144139796
817	0.1441335606
818	0.144120314
819	0.1440929264
820	0.1440676816
821	0.1440330077
822	0.1440038835
823	0.1439793765
824	0.1439450853
825	0.143923414
826	0.1438959205
827	0.143841396
828	0.1438084785
829	0.143775922
830	0.1437374783
831	0.1437196633
832	0.1436892146
833	0.1436663661
834	0.1436399009
835	0.1436281623
836	0.1435891183
837	0.1435433851
838	0.1434860079
839	0.1434416922
840	0.1434176236
841	0.1433822666
842	0.1433499981
843	0.1433097465
844	0.1432824119
845	0.1432660654
846	0.1432358665
847	0.1431769356
848	0.1431163183
849	0.1430629817
850	0.1429692927
851	0.1429226172
852	0.1428899107
853	0.1428679731
854	0.1428355628
855	0.1427966476
856	0.1427623894
857	0.1427229619
858	0.1426748204
859	0.1426592453
860	0.1426286214
861	0.1425950694
862	0.1425608817
863	0.142521597
864	0.1424904158
865	0.1424376582
866	0.1424030651
867	0.1423940766
868	0.1423659938
869	0.1423336921
870	0.1423293468
871	0.1422997424
872	0.1422857448
873	0.1422792251
874	0.1422366846
875	0.1422178018
876	0.1422037632
877	0.142170428
878	0.1421431495
879	0.1421142943
880	0.1420783193
881	0.142050067
882	0.1419784056
883	0.1419684996
884	0.1419116777
885	0.1418699252
886	0.1418416443
887	0.1417928902
888	0.1417515284
889	0.1417251862
890	0.1416897162
891	0.1416642819
892	0.1416588931
893	0.1416261739
894	0.1415951403
895	0.1415599168
896	0.1415562956
897	0.1415359877
898	0.1415085641
899	0.1414737289
900	0.1414409899
901	0.1414153183
902	0.1413812712
903	0.1413677342
904	0.1413426476
905	0.1413273473
906	0.1413005089
907	0.1412754508
908	0.1412151413
909	0.1411910081
910	0.1411320792
911	0.1411155176
912	0.1409874219
913	0.1409578555
914	0.1409373945
915	0.140910103
916	0.1408768062
917	0.1408259266
918	0.1408141207
919	0.1407982022
920	0.1407737778
921	0.1407389269
922	0.140726522
923	0.1407011489
924	0.1406762573
925	0.1406545186
926	0.1406516473
927	0.1405734632
928	0.1405400829
929	0.1405386778
930	0.1405301458
931	0.140502771
932	0.1404433776
933	0.1404250302
934	0.1403783087
935	0.1403594556
936	0.1403262341
937	0.1403053917
938	0.1402842036
939	0.1402412293
940	0.1402303164
941	0.1402162486
942	0.1401869832
943	0.1401621723
944	0.1401311482
945	0.1400840455
946	0.1400710947
947	0.1400586489
948	0.1400213864
949	0.1399934475
950	0.1399144255
951	0.1399021696
952	0.1398776118
953	0.1398457438
954	0.1397904555
955	0.1397294919
956	0.1396929198
957	0.1396908422
958	0.1396435277
959	0.1396026832
960	0.1395427341
961	0.1395002061
962	0.1394800942
963	0.1394683258
964	0.1394192036
965	0.1394124415
966	0.1393719258
967	0.1393418386
968	0.1393254838
969	0.1393002847
970	0.1392482324
971	0.1392271203
972	0.1391952095
973	0.1391554265
974	0.1390360423
975	0.1390087523
976	0.1389739633
977	0.1389599464
978	0.1389289907
979	0.1389030329
980	0.1388825907
981	0.1388558682
982	0.1387731215
983	0.1387593913
984	0.1387379566
985	0.1387178929
986	0.1386870524
987	0.1386651869
988	0.1386468015
989	0.1386368082
990	0.1385997172
991	0.1385823663
992	0.1385482612
993	0.138531821
994	0.1385074728
995	0.138496246
996	0.1384667627
997	0.1384523758
998	0.1384082674
999	0.1383477065
1000	0.1383107863
1001	0.1382833065
1002	0.1382600627
1003	0.1382068573
1004	0.1381755111
1005	0.1381577449
1006	0.1381488256
1007	0.1381341293
1008	0.1381090418
1009	0.138051222
1010	0.1380490514
1011	0.138041819
1012	0.1380259442
1013	0.1379663575
1014	0.1379479851
1015	0.1379303643
1016	0.1378994146
1017	0.1378876771
1018	0.1378636556
1019	0.1378543041
1020	0.1378176645
1021	0.1378059325
1022	0.1377901034
1023	0.1377639542
1024	0.1377427212
1025	0.137703304
1026	0.1376864706
1027	0.1376759768
1028	0.1376563232
1029	0.1376542574
1030	0.1376405194
1031	0.1376253478
1032	0.1375991096
1033	0.1375302415
1034	0.1374874773
1035	0.1374315886
1036	0.1374118043
1037	0.1373832429
1038	0.1373671465
1039	0.1373549333
1040	0.1373458662
1041	0.1373117725
1042	0.1372825234
1043	0.137269321
1044	0.1372612642
1045	0.1372414271
1046	0.1372218914
1047	0.1371795912
1048	0.1371255992
1049	0.1371125995
1050	0.1370929114
1051	0.1370721471
1052	0.1370496119
1053	0.1370231801
1054	0.1370137614
1055	0.1370128352
1056	0.1369871694
1057	0.1369672568
1058	0.1369528731
1059	0.1368506897
1060	0.1368329082
1061	0.1367884077
1062	0.1367574912
1063	0.1367292677
1064	0.1367126845
1065	0.1367119635
1066	0.136660375
1067	0.1366494555
1068	0.1366474942
1069	0.1366372992
1070	0.1366226316
1071	0.1365989222
1072	0.1365592838
1073	0.1365315053
1074	0.1364997016
1075	0.1364645678
1076	0.1364493296
1077	0.1364288656
1078	0.1363902943
1079	0.1363750431
1080	0.1363301475
1081	0.1363066554
1082	0.1362935042
1083	0.1362749006
1084	0.1362573416
1085	0.1362078764
1086	0.136181701
1087	0.1361718271
1088	0.1361304927
1089	0.1361148966
1090	0.1360897821
1091	0.1360719925
1092	0.1360422636
1093	0.1360417114
1094	0.1360137401
1095	0.1360045809
1096	0.1359630769
1097	0.1359304361
1098	0.1359286948
1099	0.1359283002
1100	0.1359176334
1101	0.1358820803
1102	0.1358316524
1103	0.1358029993
1104	0.1357669569
1105	0.1357146116
1106	0.1356984286
1107	0.135683413
1108	0.1356671618
1109	0.1356565716
1110	0.1356194827
1111	0.1355688715
1112	0.1355470381
1113	0.1355176585
1114	0.1354930092
1115	0.1354626449
1116	0.1354471185
1117	0.1354103741
1118	0.1354004412
1119	0.1353534011
1120	0.135338974
1121	0.1353197016
1122	0.1353050977
1123	0.1352438767
1124	0.1351833817
1125	0.1351828118
1126	0.1351499112
1127	0.1351013496
1128	0.1350376297
1129	0.1349886458
1130	0.1349690312
1131	0.1349510521
1132	0.134947306
1133	0.1349276171
1134	0.1348869921
1135	0.1348572675
1136	0.1348420449
1137	0.134819924
1138	0.1347497997
1139	0.1347025933
1140	0.1346521954
1141	0.1346083428
1142	0.1345509373
1143	0.134534614
1144	0.1345142609
1145	0.1344234665
1146	0.1344090576
1147	0.1343907394
1148	0.1343543327
1149	0.1343354366
1150	0.1343296837
1151	0.1343108536
1152	0.1343061167
1153	0.1342860976
1154	0.1342751006
1155	0.1342575274
1156	0.1342343699
1157	0.1342219326
1158	0.1342054633
1159	0.1341697863
1160	0.1341569824
1161	0.1340510926
1162	0.133979635
1163	0.1339610131
1164	0.1338959737
1165	0.1338802199
1166	0.1338643668
1167	0.1338572638
1168	0.1338460207
1169	0.1338243565
1170	0.13378857
1171	0.1337669996
1172	0.1337088137
1173	0.1336841831
1174	0.1336576308
1175	0.1336323088
1176	0.1335978471
1177	0.1335093723
1178	0.1334975759
1179	0.1334844374
1180	0.1334545981
1181	0.1334346579
1182	0.1334028416
1183	0.1333959843
1184	0.1333698845
1185	0.1333228214
1186	0.1333073108
1187	0.1332687373
1188	0.133250312
1189	0.1332200099
1190	0.1331778801
1191	0.1331689287
1192	0.1331438408
1193	0.133125185
1194	0.1330788573
1195	0.1330611947
1196	0.1330119884
1197	0.1330004497
1198	0.1329854848
1199	0.1329450437
1200	0.1329104196
1201	0.1329021956
1202	0.1328665472
1203	0.1328615271
1204	0.1328477703
1205	0.1328032897
1206	0.1327804317
1207	0.1327763858
1208	0.1327025824
1209	0.1326752792
1210	0.1326634064
1211	0.1326561988
1212	0.1326432126
1213	0.1326062831
1214	0.132572496
1215	0.1325531818
1216	0.1324999217
1217	0.1324807478
1218	0.1324323038
1219	0.1323775166
1220	0.1323557761
1221	0.1323273548
1222	0.1322892153
1223	0.1322766436
1224	0.1322508252
1225	0.1322336847
1226	0.1322102875
1227	0.1321527164
1228	0.1321395529
1229	0.1320820494
1230	0.1320797418
1231	0.1320653231
1232	0.1320538494
1233	0.1320238205
1234	0.1319528174
1235	0.1319322657
1236	0.1319061554
1237	0.1318880045
1238	0.1318764479
1239	0.1318546527
1240	0.1318371987
1241	0.1318237799
1242	0.1317928416
1243	0.1317598543
1244	0.1317521011
1245	0.13173337
1246	0.1316870031
1247	0.1316494953
1248	0.1316287191
1249	0.1316141104
1250	0.1315909869
1251	0.1315783182
1252	0.1315527707
1253	0.1315369196
1254	0.1315214267
1255	0.1315181422
1256	0.1315056789
1257	0.131486847
1258	0.1314466506
1259	0.1314280269
1260	0.1314032491
1261	0.1313781076
1262	0.1313557148
1263	0.1313493013
1264	0.1313395793
1265	0.1312932706
1266	0.1312727756
1267	0.1312725906
1268	0.1312092199
1269	0.1311847626
1270	0.1311846485
1271	0.1311636861
1272	0.1311344547
1273	0.1310900469
1274	0.1310899728
1275	0.1310805541
1276	0.1310643103
1277	0.1310599801
1278	0.1310441588
1279	0.1310377182
1280	0.1310262122
1281	0.1310042195
1282	0.1309905483
1283	0.1309685561
1284	0.1309657462
1285	0.1309535389
1286	0.1309425501
1287	0.130919174
1288	0.1309002442
1289	0.1308682025
1290	0.1308427396
1291	0.130817008
1292	0.1307987939
1293	0.1307106661
1294	0.13068885
1295	0.1306538552
1296	0.1306312184
1297	0.1306310078
1298	0.130613958
1299	0.1305764936
1300	0.1305701267
1301	0.1305506341
1302	0.1305255461
1303	0.1305044264
1304	0.1304765967
1305	0.1304045054
1306	0.1303212438
1307	0.1303210847
1308	0.1303178745
1309	0.1303026027
1310	0.130287883
1311	0.1302457038
1312	0.1302306048
1313	0.1302232334
1314	0.130209802
1315	0.1301590794
1316	0.130140219
1317	0.1301237612
1318	0.1301164743
1319	0.1300971522
1320	0.130062954
1321	0.130062848
1322	0.1300381939
1323	0.1300266823
1324	0.1300149057
1325	0.1300030769
1326	0.1299936248
1327	0.1299926873
1328	0.1299675935
1329	0.1299575596
1330	0.1299458102
1331	0.1299269337
1332	0.1299101155
1333	0.129880457
1334	0.1298715959
1335	0.129853936
1336	0.1298351541
1337	0.1298256987
1338	0.1298078734
1339	0.129783739
1340	0.1297768645
1341	0.1297517963
1342	0.129730439
1343	0.1296776909
1344	0.1296445498
1345	0.1296344729
1346	0.1296306285
1347	0.1296239558
1348	0.1296187579
1349	0.1296044407
1350	0.1295829241
1351	0.1295344471
1352	0.1295124012
1353	0.12950006
1354	0.1294547801
1355	0.1294436594
1356	0.1294433623
1357	0.1294148556
1358	0.1293743482
1359	0.1293689676
1360	0.1293553268
1361	0.1293128224
1362	0.1292817365
1363	0.1292368248
1364	0.1292066686
1365	0.1291639107
1366	0.1291507256
1367	0.1291438768
1368	0.129125996
1369	0.1291036432
1370	0.12907926
1371	0.1290640008
1372	0.1290535705
1373	0.1290532188
1374	0.1290426809
1375	0.1289655967
1376	0.128958796
1377	0.1289327391
1378	0.1289302344
1379	0.1288750088
1380	0.128869599
1381	0.1288572231
1382	0.128810268
1383	0.1288016514
1384	0.1287810496
1385	0.1287632912
1386	0.1287418126
1387	0.1287247005
1388	0.128705997
1389	0.1286536343
1390	0.128594449
1391	0.1285518158
1392	0.1285368131
1393	0.1285159154
1394	0.1284607441
1395	0.1284500331
1396	0.1284261795
1397	0.1284260543
1398	0.1284091784
1399	0.128390895
1400	0.1283656107
1401	0.1283387827
1402	0.1283386778
1403	0.1283287092
1404	0.1283139756
1405	0.1283031198
1406	0.1282927097
1407	0.1282841417
1408	0.1282749635
1409	0.1282369902
1410	0.1282368358
1411	0.1282155111
1412	0.128184596
1413	0.1281445989
1414	0.1281264163
1415	0.1281046212
1416	0.1280659155
1417	0.1280352547
1418	0.1280175196
1419	0.1280091495
1420	0.1279991414
1421	0.1279768382
1422	0.1279402978
1423	0.1279211488
1424	0.1278835846
1425	0.1278700711
1426	0.1278587141
1427	0.1278337204
1428	0.1277915491
1429	0.1277778566
1430	0.1277582998
1431	0.1277489579
1432	0.1277351747
1433	0.1277278308
1434	0.1277262385
1435	0.1276715466
1436	0.1276591401
1437	0.1276392693
1438	0.1276354855
1439	0.1276348875
1440	0.1276071449
1441	0.127586792
1442	0.127561829
1443	0.1275472359
1444	0.1275378772
1445	0.1275267299
1446	0.1275107419
1447	0.1275106142
1448	0.1274949239
1449	0.1274719211
1450	0.1274560562
1451	0.1274289561
1452	0.1274120207
1453	0.12739427
1454	0.1273836018
1455	0.1273712372
1456	0.1273484589
1457	0.1273431034
1458	0.1273230485
1459	0.1273052177
1460	0.1272788035
1461	0.1272202335
1462	0.1271972182
1463	0.1271250539
1464	0.1270821218
1465	0.1270569577
1466	0.1270306143
1467	0.127030561
1468	0.1270108532
1469	0.1269933732
1470	0.1269797887
1471	0.1269648171
1472	0.1269412227
1473	0.1269197148
1474	0.1269027656
1475	0.1268828806
1476	0.1268649137
1477	0.1268451439
1478	0.1268291255
1479	0.1268246656
1480	0.1267797591
1481	0.1267792551
1482	0.1267788752
1483	0.1267608513
1484	0.126728573
1485	0.1266981005
1486	0.1266707318
1487	0.1266584161
1488	0.1266357002
1489	0.1265926236
1490	0.1265277689
1491	0.126510677
1492	0.1264559926
1493	0.1264455043
1494	0.1264373344
1495	0.1264147971
1496	0.1263989424
1497	0.1263856263
1498	0.1263529949
1499	0.1263394783
1500	0.1263040679
1501	0.1262813794
1502	0.1262655907
1503	0.1262608539
1504	0.1262541409
1505	0.1262428382
1506	0.1262244582
1507	0.126216437
1508	0.1261967178
1509	0.1261812071
1510	0.1261811003
1511	0.1261599995
